Wavelength,Absorbance
806,-0.003
807,-0.006
808,-0.006
809,-0.006
810,-0.005
811,-0.002
812,0.000
813,0.001
814,0.001
815,-0.001
816,-0.005
817,-0.006
818,-0.003
819,-0.002
820,-0.004
821,-0.004
822,-0.004
823,-0.003
824,-0.003
825,-0.003
826,-0.003
827,-0.004
828,-0.002
829,-0.002
830,-0.002
831,-0.002
832,-0.003
833,-0.004
834,-0.005
835,-0.005
836,-0.004
837,-0.003
838,-0.001
839,-0.001
840,-0.001
841,-0.002
842,-0.004
843,-0.008
844,-0.007
845,-0.003
846,0.000
847,0.001
848,0.003
849,0.001
850,-0.003
851,-0.004
852,-0.002
853,-0.006
854,-0.006
855,-0.006
856,-0.007
857,-0.001
858,0.002
859,-0.001
860,-0.007
861,-0.008
862,-0.003
863,-0.002
864,-0.004
865,-0.002
866,-0.001
867,-0.002
868,-0.005
869,-0.008
870,-0.010
871,-0.003
872,0.001
873,-0.003
874,-0.005
875,-0.004
876,-0.001
877,-0.001
878,-0.005
879,-0.005
880,-0.003
881,-0.002
882,-0.003
883,-0.002
884,-0.003
885,-0.004
886,-0.003
887,-0.006
888,-0.007
889,-0.002
890,0.002
891,-0.003
892,-0.007
893,-0.007
894,-0.003
895,-0.001
896,-0.001
897,-0.007
898,-0.006
899,-0.003
900,-0.003
