Wavelength,Absorbance
811,0.003
812,0.004
813,0.004
814,0.002
815,0.003
816,0.004
817,0.001
818,0.004
819,0.005
820,0.004
821,0.003
822,0.003
823,0.003
824,0.002
825,0.003
826,0.003
827,0.004
828,0.003
829,0.002
830,0.003
831,0.002
832,0.003
833,0.002
834,0.001
835,0.001
836,0.001
837,0.002
838,0.000
839,-0.001
840,0.001
841,0.004
842,0.003
843,0.001
844,0.001
845,-0.001
846,0.001
847,0.001
848,-0.002
849,-0.003
850,-0.002
851,0.002
852,0.004
853,-0.003
854,-0.003
855,0.000
856,0.000
857,0.002
858,0.003
859,0.005
860,-0.001
861,-0.005
862,0.000
863,0.000
864,0.002
865,0.006
866,0.004
867,-0.002
868,-0.003
869,0.002
870,0.002
871,0.002
872,-0.001
873,-0.002
874,0.000
875,0.003
876,0.002
877,-0.001
878,0.000
879,0.003
880,0.004
881,0.005
882,0.005
883,0.004
884,0.004
885,0.003
886,0.001
887,-0.001
888,0.002
889,0.005
890,0.006
891,0.005
892,0.003
893,0.003
894,0.004
895,0.005
896,0.005
897,0.002
898,0.000
899,-0.001
900,-0.002
