Wavelength,Absorbance
367,0.049
368,0.047
369,0.044
370,0.041
371,0.039
372,0.037
373,0.034
374,0.032
375,0.030
376,0.028
377,0.026
378,0.023
379,0.022
380,0.020
381,0.019
382,0.017
383,0.016
384,0.014
385,0.013
386,0.011
387,0.010
388,0.009
389,0.008
390,0.007
391,0.007
392,0.006
393,0.006
394,0.005
395,0.005
396,0.004
397,0.004
398,0.004
399,0.003
400,0.003
401,0.003
402,0.002
403,0.002
404,0.002
405,0.002
406,0.002
407,0.001
408,0.001
409,0.001
410,0.001
411,0.001
412,0.001
413,0.001
414,0.001
415,0.001
416,0.001
417,0.001
418,0.001
419,0.001
420,0.001
421,0.001
422,0.000
423,0.001
424,0.001
425,0.001
426,0.001
427,0.001
428,0.001
429,0.001
430,0.001
431,0.001
432,0.001
433,0.001
434,0.001
435,0.001
436,0.001
437,0.000
438,0.001
439,0.001
440,0.001
441,0.001
442,0.000
443,0.000
444,0.000
445,0.000
446,0.000
447,0.001
448,0.001
449,0.001
450,0.001
451,0.001
452,0.001
453,0.001
454,0.001
455,0.001
456,0.001
457,0.001
458,0.001
459,0.001
460,0.000
461,0.001
462,0.000
463,0.000
464,0.000
465,0.001
466,0.001
467,0.000
468,0.001
469,0.001
470,0.001
471,0.001
472,0.001
473,0.000
474,0.001
475,0.001
476,0.000
477,0.000
478,0.000
479,0.001
480,0.001
481,0.001
482,0.001
483,0.001
484,0.001
485,0.001
486,0.001
487,0.000
488,0.000
489,0.000
490,0.000
491,0.000
492,0.000
493,0.001
494,0.001
495,0.001
496,0.001
497,0.001
498,0.001
499,0.001
500,0.001
501,0.001
502,0.000
503,0.000
504,0.001
505,0.001
506,0.000
507,0.000
508,0.000
509,0.001
510,0.001
511,0.001
512,0.001
513,0.001
514,0.001
515,0.001
516,0.000
517,0.000
518,0.000
519,0.000
520,0.001
521,0.000
522,0.001
523,0.001
524,0.001
525,0.000
526,0.000
527,0.000
528,0.000
529,0.000
530,0.000
531,0.000
532,0.000
533,0.000
534,0.000
535,0.000
536,0.000
537,0.000
538,0.000
539,0.000
540,0.000
541,0.000
542,0.000
543,0.000
544,0.000
545,0.001
546,0.000
547,0.000
548,0.000
549,0.000
550,0.000
551,0.000
552,0.000
553,0.000
554,0.000
555,0.000
556,0.000
557,0.000
558,0.000
559,0.000
560,0.000
561,0.000
562,0.000
563,0.000
564,0.000
565,0.000
566,0.000
567,0.000
568,0.001
569,0.001
570,0.001
571,0.000
572,0.000
573,0.000
574,0.000
575,0.000
576,0.000
577,0.001
578,0.001
579,0.001
580,0.001
581,0.000
582,0.000
583,0.000
584,0.000
585,0.000
586,0.000
587,0.000
588,0.000
589,0.000
590,0.001
591,0.000
592,0.000
593,0.000
594,0.000
595,0.001
596,0.001
597,0.000
598,0.000
599,0.000
600,0.000
601,0.000
602,-0.001
603,-0.001
604,-0.001
605,-0.001
606,0.000
607,0.000
608,0.000
609,0.001
610,0.001
611,0.000
612,0.000
613,0.000
614,0.000
615,0.000
616,0.001
617,0.001
618,0.000
619,0.000
620,0.000
621,0.000
622,0.000
623,0.000
624,0.000
625,0.000
626,0.000
627,0.001
628,0.000
629,0.000
630,-0.001
631,0.000
632,0.000
633,0.000
634,0.000
635,-0.001
636,-0.001
637,0.000
638,0.001
639,0.000
640,0.000
641,0.000
642,0.000
643,0.000
644,0.000
645,0.000
646,0.000
647,0.000
648,0.000
649,0.001
650,0.002
651,0.001
652,0.001
653,0.000
654,0.000
655,0.000
656,0.001
657,0.001
658,0.000
659,0.000
660,0.000
661,0.000
662,0.000
663,0.001
664,0.000
665,0.000
666,0.000
667,0.001
668,0.000
669,0.000
670,0.000
671,0.000
672,0.000
673,0.000
674,0.001
675,0.001
676,0.001
677,0.000
678,0.000
679,0.000
680,0.000
681,0.000
682,0.001
683,0.001
684,0.000
685,0.000
686,0.000
687,-0.001
688,-0.001
689,-0.001
690,-0.001
691,-0.001
692,-0.001
693,0.000
694,0.001
695,0.001
696,0.001
697,0.000
698,0.000
699,0.000
700,0.000
701,0.000
702,0.001
703,0.000
704,-0.001
705,0.000
706,0.000
707,0.000
708,0.000
709,0.000
710,0.001
711,0.001
712,0.001
713,0.001
714,0.000
715,0.000
716,0.000
717,0.000
718,0.001
719,0.000
720,0.000
721,-0.001
722,0.001
723,0.000
724,-0.002
725,-0.003
726,-0.002
727,-0.002
728,0.000
729,0.001
730,0.002
731,0.001
732,0.000
733,-0.001
734,0.000
735,0.001
736,0.002
737,0.001
738,0.000
739,0.000
740,0.001
741,0.001
742,0.000
743,-0.001
744,-0.002
745,-0.002
746,-0.001
747,-0.002
748,-0.001
749,-0.001
750,0.000
751,0.001
752,0.003
753,0.003
754,0.002
755,0.001
756,0.000
757,-0.001
758,-0.001
759,-0.002
760,-0.001
761,0.000
762,0.001
763,0.001
764,-0.001
765,-0.002
766,-0.002
767,-0.002
768,-0.001
769,0.001
770,0.000
771,0.000
772,-0.001
773,0.000
774,-0.001
775,-0.003
776,-0.002
777,-0.001
778,0.000
779,0.000
780,0.001
781,0.001
782,0.001
783,0.002
784,0.002
785,0.001
786,-0.001
787,-0.002
788,-0.003
789,-0.003
790,-0.001
791,0.002
792,0.002
793,0.000
794,0.000
795,-0.003
796,-0.003
797,-0.001
798,0.001
799,-0.001
800,0.001
801,0.001
802,-0.001
803,0.000
804,0.001
805,0.000
806,-0.003
807,-0.003
808,-0.004
809,-0.003
810,0.000
811,-0.001
812,-0.004
813,-0.001
814,0.001
815,-0.001
816,0.000
817,0.000
818,-0.001
819,-0.001
820,0.001
821,0.000
822,0.000
823,-0.001
824,-0.001
825,0.000
826,0.000
827,0.000
828,-0.001
829,-0.001
830,-0.001
831,-0.001
832,-0.001
833,0.000
834,0.001
835,0.001
836,-0.001
837,-0.001
838,0.000
839,0.000
840,0.000
841,0.001
842,0.002
843,0.001
844,-0.002
845,0.002
846,0.002
847,0.000
848,-0.003
849,-0.005
850,-0.003
851,-0.001
852,-0.001
853,-0.003
854,-0.001
855,0.003
856,-0.002
857,-0.004
858,-0.003
859,-0.001
860,0.002
861,0.005
862,0.002
863,-0.004
864,-0.004
865,-0.003
866,-0.001
867,-0.001
868,-0.005
869,-0.005
870,-0.001
871,0.001
872,0.001
873,-0.005
874,-0.007
875,0.000
876,0.001
877,0.002
878,0.003
879,0.004
880,0.001
881,-0.001
882,-0.001
883,-0.002
884,-0.002
885,-0.003
886,-0.004
887,-0.004
888,-0.001
889,-0.003
890,-0.006
891,-0.004
892,-0.001
893,-0.001
894,-0.002
895,-0.003
896,0.000
897,0.002
898,0.000
899,-0.003
900,-0.001
