Wavelength,Absorbance
525,0.001
526,0.001
527,0.001
528,0.001
529,0.000
530,0.000
531,0.001
532,0.001
533,0.001
534,0.001
535,0.001
536,0.001
537,0.001
538,0.001
539,0.001
540,0.001
541,0.001
542,0.001
543,0.001
544,0.001
545,0.001
546,0.002
547,0.002
548,0.002
549,0.001
550,0.001
551,0.002
552,0.001
553,0.001
554,0.001
555,0.001
556,0.001
557,0.002
558,0.001
559,0.001
560,0.001
561,0.002
562,0.001
563,0.001
564,0.001
565,0.001
566,0.001
567,0.001
568,0.002
569,0.001
570,0.001
571,0.001
572,0.001
573,0.001
574,0.001
575,0.002
576,0.001
577,0.001
578,0.001
579,0.001
580,0.001
581,0.001
582,0.001
583,0.001
584,0.001
585,0.001
586,0.001
587,0.001
588,0.001
589,0.001
590,0.001
591,0.001
592,0.001
593,0.001
594,0.002
595,0.002
596,0.002
597,0.002
598,0.001
599,0.001
600,0.001
601,0.001
602,0.001
603,0.001
604,0.001
605,0.002
606,0.001
607,0.002
608,0.002
609,0.002
610,0.001
611,0.001
612,0.002
613,0.001
614,0.001
615,0.002
616,0.002
617,0.002
618,0.002
619,0.002
620,0.002
621,0.001
622,0.001
623,0.002
624,0.002
625,0.001
626,0.002
627,0.001
628,0.000
629,0.000
630,0.000
631,0.001
632,0.001
633,0.001
634,0.001
635,0.000
636,0.000
637,0.000
638,0.000
639,0.001
640,0.001
641,0.001
642,0.001
643,0.001
644,0.001
645,0.001
646,0.000
647,0.001
648,0.001
649,0.003
650,0.002
651,0.002
652,0.001
653,0.001
654,0.001
655,0.001
656,0.001
657,0.002
658,0.002
659,0.002
660,0.001
661,0.001
662,0.002
663,0.002
664,0.001
665,0.002
666,0.002
667,0.002
668,0.002
669,0.003
670,0.002
671,0.001
672,0.001
673,0.001
674,0.001
675,0.001
676,0.001
677,0.001
678,0.002
679,0.002
680,0.002
681,0.002
682,0.002
683,0.002
684,0.002
685,0.002
686,0.001
687,0.000
688,0.000
689,0.000
690,0.001
691,0.001
692,0.002
693,0.002
694,0.002
695,0.002
696,0.002
697,0.002
698,0.001
699,0.001
700,0.001
701,0.002
702,0.002
703,0.002
704,0.001
705,0.001
706,0.001
707,0.001
708,0.001
709,0.002
710,0.001
711,0.001
712,0.000
713,0.001
714,0.001
715,0.001
716,0.001
717,0.001
718,0.001
719,0.002
720,0.002
721,0.001
722,0.002
723,0.001
724,-0.001
725,-0.001
726,-0.001
727,0.000
728,0.001
729,0.002
730,0.001
731,0.001
732,0.001
733,0.002
734,0.002
735,0.003
736,0.002
737,0.001
738,0.001
739,0.001
740,0.001
741,0.001
742,0.001
743,0.000
744,0.000
745,0.000
746,0.002
747,0.001
748,0.003
749,0.003
750,0.002
751,0.001
752,0.001
753,0.002
754,0.003
755,0.003
756,0.002
757,0.001
758,0.002
759,0.001
760,0.000
761,0.000
762,0.002
763,0.002
764,0.000
765,0.000
766,0.000
767,0.001
768,0.003
769,0.004
770,0.003
771,0.003
772,0.002
773,0.002
774,0.001
775,0.002
776,0.002
777,0.000
778,0.000
779,-0.001
780,-0.001
781,-0.001
782,0.000
783,0.000
784,0.001
785,0.000
786,0.001
787,0.002
788,0.001
789,0.000
790,0.002
791,0.004
792,0.004
793,0.002
794,0.001
795,-0.002
796,0.000
797,0.001
798,0.002
799,0.002
800,0.004
801,0.003
802,0.001
803,0.002
804,0.003
805,0.003
806,0.002
807,0.003
808,0.003
809,0.003
810,0.001
811,-0.002
812,-0.003
813,0.002
814,0.002
815,0.001
816,0.002
817,0.001
818,-0.001
819,0.000
820,0.002
821,0.002
822,0.001
823,0.001
824,0.001
825,0.002
826,0.001
827,0.000
828,-0.001
829,0.000
830,0.002
831,0.001
832,0.000
833,0.001
834,0.003
835,0.002
836,0.002
837,0.003
838,0.003
839,0.003
840,0.003
841,0.003
842,0.003
843,0.002
844,0.003
845,0.003
846,0.003
847,0.002
848,0.000
849,0.004
850,0.004
851,0.006
852,0.002
853,-0.005
854,-0.003
855,0.004
856,0.004
857,0.000
858,-0.002
859,0.004
860,0.005
861,0.007
862,0.002
863,-0.001
864,-0.003
865,-0.001
866,0.003
867,0.002
868,-0.003
869,-0.002
870,-0.002
871,-0.002
872,0.001
873,0.000
874,-0.003
875,0.001
876,0.001
877,0.004
878,0.006
879,0.006
880,0.002
881,0.001
882,-0.001
883,-0.002
884,-0.003
885,-0.001
886,-0.001
887,0.000
888,0.001
889,-0.001
890,-0.002
891,0.002
892,0.003
893,0.002
894,0.001
895,-0.001
896,0.001
897,0.004
898,0.005
899,0.001
900,-0.002
