Wavelength,Absorbance
545,0.023
546,0.023
547,0.023
548,0.023
549,0.023
550,0.023
551,0.023
552,0.022
553,0.022
554,0.023
555,0.023
556,0.023
557,0.023
558,0.023
559,0.022
560,0.022
561,0.022
562,0.023
563,0.023
564,0.023
565,0.023
566,0.023
567,0.023
568,0.023
569,0.023
570,0.023
571,0.022
572,0.022
573,0.022
574,0.023
575,0.023
576,0.023
577,0.023
578,0.024
579,0.024
580,0.024
581,0.024
582,0.024
583,0.023
584,0.023
585,0.023
586,0.023
587,0.023
588,0.024
589,0.023
590,0.023
591,0.022
592,0.022
593,0.023
594,0.023
595,0.023
596,0.023
597,0.023
598,0.023
599,0.023
600,0.022
601,0.022
602,0.022
603,0.022
604,0.022
605,0.023
606,0.023
607,0.023
608,0.023
609,0.023
610,0.023
611,0.023
612,0.023
613,0.023
614,0.023
615,0.023
616,0.023
617,0.023
618,0.023
619,0.023
620,0.023
621,0.023
622,0.023
623,0.023
624,0.023
625,0.023
626,0.023
627,0.023
628,0.023
629,0.023
630,0.023
631,0.023
632,0.024
633,0.023
634,0.022
635,0.021
636,0.021
637,0.022
638,0.023
639,0.023
640,0.022
641,0.023
642,0.023
643,0.023
644,0.023
645,0.023
646,0.023
647,0.023
648,0.022
649,0.024
650,0.024
651,0.024
652,0.023
653,0.023
654,0.023
655,0.023
656,0.023
657,0.023
658,0.022
659,0.022
660,0.023
661,0.023
662,0.023
663,0.023
664,0.023
665,0.023
666,0.023
667,0.023
668,0.022
669,0.023
670,0.023
671,0.023
672,0.023
673,0.023
674,0.023
675,0.023
676,0.023
677,0.023
678,0.023
679,0.024
680,0.024
681,0.024
682,0.023
683,0.023
684,0.023
685,0.022
686,0.022
687,0.022
688,0.022
689,0.021
690,0.022
691,0.022
692,0.023
693,0.024
694,0.023
695,0.023
696,0.023
697,0.022
698,0.022
699,0.022
700,0.022
701,0.022
702,0.023
703,0.022
704,0.023
705,0.023
706,0.022
707,0.022
708,0.023
709,0.023
710,0.023
711,0.022
712,0.023
713,0.024
714,0.023
715,0.022
716,0.022
717,0.021
718,0.023
719,0.024
720,0.023
721,0.022
722,0.024
723,0.024
724,0.022
725,0.021
726,0.022
727,0.022
728,0.023
729,0.023
730,0.023
731,0.023
732,0.023
733,0.023
734,0.023
735,0.024
736,0.024
737,0.024
738,0.023
739,0.024
740,0.023
741,0.023
742,0.022
743,0.022
744,0.023
745,0.022
746,0.023
747,0.023
748,0.023
749,0.023
750,0.023
751,0.023
752,0.023
753,0.023
754,0.023
755,0.024
756,0.023
757,0.023
758,0.023
759,0.022
760,0.023
761,0.022
762,0.022
763,0.021
764,0.021
765,0.022
766,0.022
767,0.023
768,0.023
769,0.024
770,0.022
771,0.022
772,0.022
773,0.023
774,0.023
775,0.021
776,0.020
777,0.020
778,0.021
779,0.022
780,0.023
781,0.021
782,0.022
783,0.023
784,0.022
785,0.021
786,0.020
787,0.021
788,0.021
789,0.022
790,0.023
791,0.023
792,0.024
793,0.023
794,0.022
795,0.021
796,0.023
797,0.025
798,0.022
799,0.021
800,0.024
801,0.026
802,0.023
803,0.023
804,0.024
805,0.025
806,0.023
807,0.022
808,0.022
809,0.022
810,0.024
811,0.022
812,0.022
813,0.024
814,0.024
815,0.022
816,0.023
817,0.022
818,0.022
819,0.023
820,0.022
821,0.020
822,0.021
823,0.023
824,0.023
825,0.022
826,0.022
827,0.023
828,0.024
829,0.024
830,0.025
831,0.023
832,0.023
833,0.022
834,0.024
835,0.024
836,0.022
837,0.022
838,0.021
839,0.022
840,0.025
841,0.028
842,0.027
843,0.025
844,0.024
845,0.025
846,0.024
847,0.027
848,0.026
849,0.023
850,0.022
851,0.023
852,0.022
853,0.022
854,0.025
855,0.028
856,0.022
857,0.018
858,0.018
859,0.021
860,0.022
861,0.029
862,0.028
863,0.022
864,0.024
865,0.029
866,0.028
867,0.025
868,0.021
869,0.021
870,0.021
871,0.022
872,0.022
873,0.022
874,0.021
875,0.023
876,0.020
877,0.023
878,0.026
879,0.023
880,0.020
881,0.021
882,0.022
883,0.022
884,0.021
885,0.023
886,0.023
887,0.024
888,0.025
889,0.021
890,0.017
891,0.020
892,0.024
893,0.023
894,0.022
895,0.019
896,0.023
897,0.027
898,0.028
899,0.022
900,0.020
