Wavelength,Absorbance
549,0.003
550,0.003
551,0.003
552,0.003
553,0.002
554,0.002
555,0.003
556,0.003
557,0.003
558,0.002
559,0.002
560,0.003
561,0.003
562,0.003
563,0.003
564,0.003
565,0.002
566,0.002
567,0.002
568,0.003
569,0.002
570,0.002
571,0.002
572,0.002
573,0.002
574,0.002
575,0.002
576,0.002
577,0.003
578,0.003
579,0.003
580,0.003
581,0.003
582,0.003
583,0.003
584,0.003
585,0.003
586,0.003
587,0.002
588,0.002
589,0.002
590,0.002
591,0.002
592,0.002
593,0.002
594,0.003
595,0.003
596,0.003
597,0.003
598,0.003
599,0.003
600,0.003
601,0.002
602,0.002
603,0.002
604,0.002
605,0.002
606,0.002
607,0.002
608,0.003
609,0.003
610,0.003
611,0.003
612,0.003
613,0.003
614,0.003
615,0.002
616,0.002
617,0.002
618,0.002
619,0.002
620,0.002
621,0.002
622,0.002
623,0.002
624,0.002
625,0.002
626,0.002
627,0.002
628,0.002
629,0.001
630,0.001
631,0.001
632,0.002
633,0.003
634,0.002
635,0.002
636,0.001
637,0.002
638,0.002
639,0.002
640,0.002
641,0.002
642,0.002
643,0.002
644,0.003
645,0.002
646,0.002
647,0.002
648,0.002
649,0.003
650,0.003
651,0.003
652,0.003
653,0.002
654,0.002
655,0.002
656,0.003
657,0.003
658,0.002
659,0.002
660,0.002
661,0.003
662,0.003
663,0.003
664,0.002
665,0.002
666,0.002
667,0.003
668,0.003
669,0.003
670,0.003
671,0.003
672,0.002
673,0.002
674,0.002
675,0.002
676,0.002
677,0.002
678,0.002
679,0.003
680,0.003
681,0.003
682,0.002
683,0.002
684,0.002
685,0.002
686,0.002
687,0.002
688,0.002
689,0.001
690,0.002
691,0.002
692,0.002
693,0.002
694,0.003
695,0.004
696,0.004
697,0.003
698,0.003
699,0.002
700,0.002
701,0.002
702,0.003
703,0.003
704,0.004
705,0.004
706,0.003
707,0.002
708,0.001
709,0.002
710,0.001
711,0.002
712,0.003
713,0.003
714,0.002
715,0.001
716,0.002
717,0.002
718,0.002
719,0.003
720,0.002
721,0.002
722,0.003
723,0.002
724,0.001
725,0.001
726,0.001
727,0.000
728,0.001
729,0.002
730,0.003
731,0.002
732,0.003
733,0.003
734,0.003
735,0.003
736,0.003
737,0.003
738,0.002
739,0.003
740,0.002
741,0.003
742,0.002
743,0.002
744,0.001
745,0.001
746,0.001
747,0.001
748,0.002
749,0.001
750,0.003
751,0.003
752,0.004
753,0.004
754,0.003
755,0.002
756,0.000
757,0.000
758,0.002
759,0.002
760,0.002
761,0.001
762,0.002
763,0.002
764,0.000
765,-0.001
766,0.000
767,0.001
768,0.002
769,0.003
770,0.003
771,0.003
772,0.001
773,0.000
774,0.001
775,0.001
776,0.000
777,0.000
778,0.002
779,0.002
780,0.001
781,0.001
782,0.002
783,0.002
784,0.002
785,0.001
786,0.000
787,0.001
788,0.000
789,0.000
790,0.001
791,0.003
792,0.004
793,0.004
794,0.003
795,0.001
796,0.002
797,0.004
798,0.003
799,0.001
800,0.002
801,0.002
802,0.000
803,-0.001
804,0.003
805,0.004
806,0.001
807,-0.001
808,-0.003
809,-0.001
810,0.004
811,0.003
812,0.001
813,0.002
814,0.004
815,0.003
816,0.004
817,0.004
818,0.002
819,0.003
820,0.003
821,0.001
822,0.000
823,0.001
824,0.001
825,0.002
826,0.002
827,0.002
828,0.001
829,0.002
830,0.003
831,0.002
832,0.002
833,0.002
834,0.004
835,0.002
836,0.002
837,0.003
838,0.003
839,0.003
840,0.004
841,0.005
842,0.008
843,0.007
844,0.003
845,0.005
846,0.006
847,0.003
848,-0.001
849,0.004
850,0.005
851,0.002
852,0.003
853,0.001
854,0.004
855,0.009
856,0.002
857,-0.005
858,-0.006
859,-0.002
860,0.000
861,0.006
862,0.003
863,-0.002
864,0.000
865,0.006
866,0.010
867,0.005
868,-0.001
869,-0.002
870,0.000
871,0.002
872,0.006
873,0.003
874,-0.003
875,0.002
876,0.006
877,0.005
878,0.005
879,0.004
880,0.003
881,0.001
882,0.001
883,0.000
884,-0.001
885,0.000
886,-0.001
887,-0.003
888,0.000
889,-0.001
890,-0.003
891,0.000
892,0.004
893,0.003
894,0.003
895,0.001
896,0.002
897,0.003
898,0.004
899,0.000
900,0.005
