[sec];1.[A];
0,0000;1,3859
1,0310;1,3740
2,0780;1,3595
3,1100;1,3449
4,1410;1,3307
5,1880;1,3177
6,2190;1,3038
7,2500;1,2897
8,2970;1,2764
9,3280;1,2624
10,3600;1,2494
11,4060;1,2358
12,4380;1,2229
13,4690;1,2090
14,5160;1,1952
15,5470;1,1813
16,5780;1,1684
17,6100;1,1549
18,6560;1,1407
19,6880;1,1269
20,7350;1,1152
21,7660;1,1008
22,7970;1,0881
23,8280;1,0751
24,8750;1,0618
25,9060;1,0489
26,9530;1,0356
27,9850;1,0231
29,0160;1,0097
30,0630;0,9968
31,0940;0,9838
32,1250;0,9717
33,1720;0,9581
34,2030;0,9458
35,2660;0,9333
36,2970;0,9208
37,3280;0,9080
38,3750;0,8960
39,4220;0,8832
40,4530;0,8711
41,4850;0,8593
42,5310;0,8464
43,5780;0,8346
44,6100;0,8230
45,6410;0,8113
46,6880;0,7996
47,7190;0,7877
48,7660;0,7761
49,7970;0,7646
50,8440;0,7532
51,8750;0,7419
52,9220;0,7302
53,9530;0,7187
55,0000;0,7080
56,0310;0,6965
57,0780;0,6860
58,1100;0,6747
59,1560;0,6641
60,1880;0,6538
61,2350;0,6434
