[sec];1.[A];
0,0000;1,4544
1,0470;1,4547
2,0780;1,4526
3,1100;1,4520
4,1560;1,4520
5,1880;1,4514
6,2190;1,4523
7,2500;1,4508
8,2970;1,4496
9,3280;1,4484
10,3750;1,4496
11,4060;1,4481
12,4380;1,4460
13,4850;1,4437
14,5160;1,4443
15,5470;1,4448
16,5940;1,4431
17,6250;1,4437
18,6560;1,4431
19,6880;1,4425
20,7190;1,4410
21,7500;1,4402
22,7810;1,4402
23,8130;1,4381
24,8440;1,4376
25,8750;1,4376
26,9060;1,4358
27,9380;1,4355
28,9690;1,4335
30,0000;1,4352
31,0310;1,4332
32,0630;1,4324
33,0940;1,4327
34,1250;1,4312
35,1560;1,4312
36,1880;1,4307
37,2190;1,4298
38,2500;1,4295
39,2810;1,4318
40,3130;1,4298
41,3600;1,4298
42,3750;1,4301
43,4220;1,4301
44,4530;1,4292
45,4850;1,4290
46,5160;1,4301
47,5470;1,4275
48,5780;1,4270
49,6100;1,4278
50,6410;1,4275
51,6720;1,4275
52,7660;1,4273
53,7970;1,4242
54,8280;1,4267
55,8600;1,4247
56,8910;1,4242
57,9220;1,4242
58,9530;1,4228
60,0160;1,4230
61,0470;1,4233
