[sec];1.[A];
0,0000;1,3849
1,0320;1,3730
2,0630;1,3617
3,1100;1,3493
4,1410;1,3379
5,1720;1,3268
6,2190;1,3149
7,2500;1,3050
8,2820;1,2925
9,3290;1,2819
10,3600;1,2687
11,3910;1,2589
12,4380;1,2476
13,4690;1,2365
14,5160;1,2253
15,5470;1,2147
16,5790;1,2034
17,6100;1,1930
18,6570;1,1821
19,6880;1,1708
20,7350;1,1612
21,7660;1,1499
22,7970;1,1393
23,8440;1,1295
24,8750;1,1193
25,9070;1,1091
26,9540;1,0978
27,9850;1,0886
29,0160;1,0798
30,0630;1,0702
31,0940;1,0599
32,1250;1,0496
33,1570;1,0391
34,2040;1,0285
35,2350;1,0176
36,2820;1,0071
37,3130;0,9970
38,3440;0,9866
39,3910;0,9771
40,4220;0,9667
41,4540;0,9569
42,5000;0,9472
43,5320;0,9378
44,5630;0,9276
45,6100;0,9183
46,6410;0,9097
47,6720;0,8996
48,7190;0,8901
49,7500;0,8818
50,7820;0,8719
51,8290;0,8627
52,8600;0,8538
53,9070;0,8449
54,9380;0,8356
55,9850;0,8265
57,0160;0,8179
58,0470;0,8095
59,0940;0,8006
60,1250;0,7921
61,1570;0,7836
