[sec];1.[A];
0,0000;0,1319
1,0310;0,1319
2,0630;0,1318
3,1100;0,1317
4,1410;0,1317
5,1720;0,1318
6,2190;0,1318
7,2500;0,1319
8,2810;0,1317
9,3280;0,1317
10,3600;0,1318
11,3910;0,1318
12,4380;0,1318
13,4690;0,1318
14,5000;0,1318
15,5470;0,1317
16,5780;0,1318
17,6250;0,1318
18,6560;0,1316
19,6880;0,1317
20,7190;0,1318
21,7660;0,1318
22,7970;0,1317
23,8280;0,1317
24,8600;0,1316
25,9060;0,1317
26,9380;0,1316
27,9850;0,1316
29,0160;0,1316
30,0470;0,1316
31,0940;0,1316
32,1250;0,1316
33,1560;0,1316
34,1880;0,1316
35,2350;0,1315
36,2660;0,1316
37,2970;0,1316
38,3440;0,1318
39,3750;0,1317
40,4060;0,1316
41,4380;0,1315
42,4850;0,1314
43,5160;0,1316
44,5630;0,1315
45,5940;0,1314
46,6250;0,1313
47,6720;0,1315
48,7030;0,1315
49,7350;0,1316
50,7660;0,1315
51,8130;0,1315
52,8440;0,1314
53,8910;0,1314
54,9220;0,1315
55,9530;0,1315
57,0000;0,1315
58,0310;0,1315
59,0630;0,1317
60,1100;0,1316
61,1410;0,1315
