[sec];1.[A];
0,0000;1,4169
1,0470;1,4174
2,0790;1,4158
3,1100;1,4160
4,1410;1,4158
5,1880;1,4155
6,2190;1,4147
7,2500;1,4150
8,2970;1,4160
9,3290;1,4150
10,3600;1,4147
11,4070;1,4150
12,4380;1,4158
13,4690;1,4147
14,5160;1,4152
15,5470;1,4147
16,5940;1,4150
17,6250;1,4147
18,6570;1,4134
19,7040;1,4139
20,7350;1,4147
21,7660;1,4144
22,8130;1,4134
23,8440;1,4139
24,8750;1,4144
25,9220;1,4139
26,9540;1,4142
27,9850;1,4142
29,0160;1,4144
30,0470;1,4147
31,0940;1,4126
32,1250;1,4139
33,1570;1,4136
34,2040;1,4131
35,2350;1,4139
36,2660;1,4123
37,2970;1,4134
38,3290;1,4128
39,3600;1,4136
40,3910;1,4131
41,4220;1,4118
42,4540;1,4128
43,4850;1,4128
44,5160;1,4123
45,5470;1,4139
46,5790;1,4126
47,6100;1,4139
48,6410;1,4142
49,6720;1,4139
50,7190;1,4134
51,7500;1,4131
52,7820;1,4134
53,8130;1,4136
54,8440;1,4131
55,8910;1,4123
56,9220;1,4128
57,9540;1,4120
59,0000;1,4128
60,0320;1,4118
61,0630;1,4128
