[sec];1.[A];
0,0000;1,4427
1,0310;1,4413
2,0780;1,4390
3,1090;1,4382
4,1410;1,4362
5,1870;1,4345
6,2190;1,4334
7,2500;1,4314
8,2970;1,4284
9,3280;1,4284
10,3590;1,4275
11,3910;1,4275
12,4370;1,4248
13,4690;1,4231
14,5160;1,4223
15,5470;1,4209
16,5780;1,4198
17,6250;1,4182
18,6560;1,4174
19,6870;1,4152
20,7340;1,4155
21,7660;1,4163
22,7970;1,4131
23,8280;1,4118
24,8750;1,4112
25,9060;1,4104
26,9370;1,4096
27,9840;1,4086
29,0160;1,4065
30,0470;1,4075
31,0940;1,4065
32,1250;1,4062
33,1560;1,4051
34,2030;1,4057
35,2340;1,4041
36,2660;1,4028
37,2970;1,4009
38,3440;1,4012
39,3750;1,4009
40,4060;1,3984
41,4530;1,3973
42,4840;1,3960
43,5310;1,3958
44,5620;1,3947
45,5940;1,3927
46,6410;1,3924
47,6720;1,3902
48,7030;1,3919
49,7500;1,3899
50,7810;1,3902
51,8120;1,3891
52,8590;1,3891
53,8910;1,3864
54,9370;1,3861
55,9690;1,3861
57,0000;1,3839
58,0470;1,3826
59,0780;1,3824
60,1090;1,3806
61,1560;1,3804
