[sec];1.[A];
0,0000;1,4281
1,0320;1,4201
2,0780;1,4166
3,1100;1,4112
4,1410;1,4062
5,1880;1,4017
6,2190;1,3960
7,2500;1,3912
8,2820;1,3876
9,3280;1,3811
10,3600;1,3771
11,4070;1,3722
12,4380;1,3676
13,4690;1,3636
14,5160;1,3602
15,5470;1,3551
16,5780;1,3497
17,6100;1,3463
18,6570;1,3415
19,6880;1,3365
20,7350;1,3327
21,7660;1,3288
22,7970;1,3257
23,8440;1,3207
24,8750;1,3170
25,9070;1,3119
26,9530;1,3083
27,9850;1,3042
29,0320;1,3004
30,0630;1,2963
31,1100;1,2919
32,1410;1,2883
33,1880;1,2845
34,2190;1,2815
35,2500;1,2778
36,2820;1,2735
37,3280;1,2697
38,3600;1,2656
39,3910;1,2634
40,4380;1,2594
41,4690;1,2557
42,5160;1,2531
43,5470;1,2485
44,5780;1,2451
45,6250;1,2424
46,6570;1,2388
47,6880;1,2361
48,7350;1,2319
49,7660;1,2296
50,7970;1,2258
51,8440;1,2230
52,8750;1,2206
53,9070;1,2171
54,9530;1,2150
55,9850;1,2112
57,0160;1,2097
58,0630;1,2072
59,0940;1,2047
60,1250;1,2021
61,1720;1,1995
