[sec];1.[A];
0,0000;1,3839
1,0470;1,3708
2,0780;1,3572
3,1090;1,3419
4,1560;1,3290
5,1870;1,3160
6,2190;1,3006
7,2650;1,2877
8,2970;1,2741
9,3280;1,2604
10,3750;1,2469
11,4060;1,2321
12,4370;1,2198
13,4840;1,2053
14,5150;1,1908
15,5470;1,1787
16,5940;1,1642
17,6250;1,1505
18,6560;1,1371
19,7030;1,1242
20,7340;1,1112
21,7650;1,0972
22,8120;1,0839
23,8440;1,0709
24,8750;1,0584
25,9220;1,0445
26,9530;1,0316
27,9840;1,0185
29,0310;1,0058
30,0620;0,9929
31,0940;0,9799
32,1400;0,9679
33,1720;0,9550
34,2030;0,9425
35,2500;0,9302
36,2810;0,9181
37,3120;0,9057
38,3590;0,8939
39,3900;0,8815
40,4220;0,8691
41,4690;0,8572
42,5000;0,8454
43,5310;0,8337
44,5780;0,8225
45,6090;0,8106
46,6400;0,7984
47,6870;0,7878
48,7190;0,7760
49,7500;0,7647
50,7970;0,7533
51,8280;0,7423
52,8590;0,7313
53,9060;0,7205
54,9370;0,7095
55,9690;0,6985
57,0150;0,6882
58,0470;0,6782
59,0780;0,6674
60,1250;0,6574
61,1560;0,6474
