[sec];1.[A];
0,0000;1,4508
1,0310;1,4502
2,0780;1,4499
3,1090;1,4490
4,1410;1,4478
5,1720;1,4487
6,2190;1,4472
7,2500;1,4466
8,2810;1,4475
9,3280;1,4463
10,3590;1,4451
11,4060;1,4451
12,4370;1,4451
13,4690;1,4440
14,5160;1,4448
15,5470;1,4419
16,5780;1,4428
17,6250;1,4443
18,6560;1,4405
19,6870;1,4419
20,7190;1,4419
21,7340;1,4410
22,7660;1,4422
23,7970;1,4413
24,8280;1,4405
25,8590;1,4402
26,9060;1,4399
27,9370;1,4390
28,9690;1,4393
30,0000;1,4384
31,0310;1,4402
32,0620;1,4376
33,0940;1,4390
34,1250;1,4381
35,1560;1,4364
36,1870;1,4378
37,2190;1,4378
38,2500;1,4387
39,2810;1,4370
40,3120;1,4364
41,3440;1,4364
42,3750;1,4361
43,4060;1,4361
44,4370;1,4367
45,4690;1,4370
46,5000;1,4347
47,5310;1,4358
48,5620;1,4347
49,5940;1,4370
50,6250;1,4338
51,6560;1,4338
52,6870;1,4344
53,7190;1,4344
54,7500;1,4341
55,7810;1,4332
56,8120;1,4332
57,8440;1,4327
58,8750;1,4318
59,9060;1,4338
60,9370;1,4335
