Temperature for Cap.30 (°C),Ratio 350 nm / 330 nm for Cap.30 ,Temperature for Cap.30 (°C),350 nm for Cap.30 ,Temperature for Cap.30 (°C),330 nm for Cap.30 ,Temperature for Cap.31 (°C),Ratio 350 nm / 330 nm for Cap.31 ,Temperature for Cap.31 (°C),350 nm for Cap.31 ,Temperature for Cap.31 (°C),330 nm for Cap.31 ,Temperature for Cap.32 (°C),Ratio 350 nm / 330 nm for Cap.32 ,Temperature for Cap.32 (°C),350 nm for Cap.32 ,Temperature for Cap.32 (°C),330 nm for Cap.32 ,Temperature for Cap.34 (°C),Ratio 350 nm / 330 nm for Cap.34 ,Temperature for Cap.34 (°C),350 nm for Cap.34 ,Temperature for Cap.34 (°C),330 nm for Cap.34 ,Temperature for Cap.35 (°C),Ratio 350 nm / 330 nm for Cap.35 ,Temperature for Cap.35 (°C),350 nm for Cap.35 ,Temperature for Cap.35 (°C),330 nm for Cap.35 ,Temperature for Cap.36 (°C),Ratio 350 nm / 330 nm for Cap.36 ,Temperature for Cap.36 (°C),350 nm for Cap.36 ,Temperature for Cap.36 (°C),330 nm for Cap.36 
77.6200,0.9851,77.6200,584.5266,77.6200,593.3961,77.6180,0.8731,77.6180,1054.5073,77.6180,1207.7572,77.6160,0.8262,77.6160,1707.5499,77.6160,2066.7815,77.6121,1.2357,77.6121,524.2930,77.6121,424.2714,77.6101,1.1992,77.6101,806.0765,77.6101,672.1636,77.6081,1.1878,77.6081,1305.4313,77.6081,1099.0580
77.8189,0.9841,77.8189,583.2197,77.8189,592.6207,77.8210,0.8744,77.8210,1052.8130,77.8210,1204.0826,77.8231,0.8245,77.8231,1698.3916,77.8231,2059.9241,77.8272,1.2383,77.8272,522.3031,77.8272,421.7735,77.8293,1.2084,77.8293,806.0758,77.8293,667.0687,77.8314,1.1910,77.8314,1298.7227,77.8314,1090.4100
77.8595,0.9883,77.8595,580.9660,77.8595,587.8568,77.8575,0.8725,77.8575,1045.5039,77.8575,1198.2633,77.8555,0.8260,77.8555,1695.3148,77.8555,2052.3435,77.8515,1.2303,77.8515,520.9133,77.8515,423.4015,77.8494,1.2111,77.8494,806.9729,77.8494,666.3354,77.8474,1.1888,77.8474,1299.6010,77.8474,1093.1947
78.0555,0.9867,78.0555,582.1573,78.0555,589.9847,78.0575,0.8737,78.0575,1045.6729,78.0575,1196.8647,78.0595,0.8257,78.0595,1688.7729,78.0595,2045.2079,78.0635,1.2379,78.0635,518.5331,78.0635,418.8702,78.0655,1.1992,78.0655,800.1153,78.0655,667.2252,78.0675,1.1920,78.0675,1298.3315,78.0675,1089.1741
78.0989,0.9898,78.0989,580.8741,78.0989,586.8348,78.0968,0.8762,78.0968,1043.6121,78.0968,1191.0452,78.0948,0.8301,78.0948,1688.7540,78.0948,2034.4242,78.0906,1.2383,78.0906,518.6642,78.0906,418.8540,78.0886,1.2062,78.0886,803.4908,78.0886,666.1563,78.0865,1.1943,78.0865,1295.2480,78.0865,1084.5173
78.2967,0.9906,78.2967,579.2175,78.2967,584.6888,78.2987,0.8751,78.2987,1040.1587,78.2987,1188.6074,78.3008,0.8249,78.3008,1676.4718,78.3008,2032.2469,78.3048,1.2435,78.3048,519.8511,78.3048,418.0668,78.3068,1.2042,78.3068,801.2478,78.3068,665.3773,78.3088,1.1920,78.3088,1290.1423,78.3088,1082.3558
78.3372,0.9853,78.3372,578.8499,78.3372,587.4587,78.3351,0.8762,78.3351,1036.9902,78.3351,1183.5491,78.3331,0.8278,78.3331,1672.9377,78.3331,2020.8474,78.3290,1.2311,78.3290,517.1277,78.3290,420.0430,78.3269,1.2060,78.3269,796.6671,78.3269,660.5723,78.3249,1.1934,78.3249,1289.6785,78.3249,1080.6981
78.5362,0.9899,78.5362,577.4028,78.5362,583.2758,78.5383,0.8754,78.5383,1034.1963,78.5383,1181.4365,78.5403,0.8266,78.5403,1669.2773,78.5403,2019.5510,78.5443,1.2352,78.5443,516.8683,78.5443,418.4521,78.5464,1.2047,78.5464,797.0154,78.5464,661.6041,78.5484,1.1942,78.5484,1287.0206,78.5484,1077.7545
78.5779,0.9881,78.5779,574.3718,78.5779,581.2997,78.5758,0.8760,78.5758,1031.4865,78.5758,1177.5221,78.5738,0.8280,78.5738,1662.1493,78.5738,2007.4890,78.5697,1.2367,78.5697,517.4888,78.5697,418.4582,78.5676,1.2090,78.5676,796.6551,78.5676,658.9313,78.5656,1.1916,78.5656,1282.9869,78.5656,1076.7357
78.7747,0.9899,78.7747,574.9635,78.7747,580.8576,78.7767,0.8758,78.7767,1026.3856,78.7767,1171.9841,78.7787,0.8268,78.7787,1658.1912,78.7787,2005.5822,78.7828,1.2333,78.7828,514.9407,78.7828,417.5405,78.7848,1.2041,78.7848,793.5491,78.7848,659.0597,78.7868,1.1938,78.7868,1278.5527,78.7868,1070.9633
78.8156,0.9928,78.8156,572.6870,78.8156,576.8349,78.8136,0.8758,78.8136,1023.8087,78.8136,1169.0463,78.8116,0.8276,78.8116,1652.6600,78.8116,1996.9867,78.8075,1.2313,78.8075,515.0134,78.8075,418.2531,78.8055,1.2110,78.8055,794.4019,78.8055,655.9991,78.8035,1.1949,78.8035,1277.7032,78.8035,1069.3188
79.0134,0.9899,79.0134,571.5123,79.0134,577.3725,79.0154,0.8784,79.0154,1024.9712,79.0154,1166.8177,79.0174,0.8299,79.0174,1649.4843,79.0174,1987.4830,79.0214,1.2341,79.0214,512.8407,79.0214,415.5721,79.0235,1.2105,79.0235,791.2534,79.0235,653.6686,79.0255,1.1926,79.0255,1271.1104,79.0255,1065.8059
79.0569,0.9902,79.0569,569.6410,79.0569,575.2874,79.0548,0.8771,79.0548,1018.3970,79.0548,1161.1238,79.0528,0.8290,79.0528,1639.2228,79.0528,1977.4360,79.0487,1.2373,79.0487,515.2246,79.0487,416.3965,79.0467,1.2061,79.0467,791.4883,79.0467,656.2608,79.0447,1.1926,79.0447,1274.4816,79.0447,1068.6942
79.2540,0.9886,79.2540,567.0596,79.2540,573.5925,79.2560,0.8773,79.2560,1016.9741,79.2560,1159.1456,79.2581,0.8293,79.2581,1640.4373,79.2581,1978.1563,79.2622,1.2402,79.2622,512.4290,79.2622,413.1932,79.2642,1.2067,79.2642,788.9828,79.2642,653.8456,79.2663,1.1921,79.2663,1266.5079,79.2663,1062.3949
79.2924,0.9966,79.2924,569.0105,79.2924,570.9337,79.2903,0.8786,79.2903,1012.5398,79.2903,1152.4771,79.2883,0.8313,79.2883,1632.6605,79.2883,1964.0861,79.2842,1.2349,79.2842,513.1731,79.2842,415.5533,79.2822,1.2074,79.2822,787.4177,79.2822,652.1508,79.2801,1.1912,79.2801,1265.5109,79.2801,1062.3573
79.4945,0.9978,79.4945,569.2841,79.4945,570.5513,79.4966,0.8784,79.4966,1008.2123,79.4966,1147.7655,79.4987,0.8280,79.4987,1626.0106,79.4987,1963.6783,79.5028,1.2386,79.5028,511.9847,79.5028,413.3518,79.5049,1.2104,79.5049,784.9868,79.5049,648.5190,79.5069,1.1979,79.5069,1263.8888,79.5069,1055.0962
79.5342,0.9948,79.5342,566.0868,79.5342,569.0482,79.5322,0.8805,79.5322,1007.2524,79.5322,1143.9042,79.5302,0.8315,79.5302,1622.5465,79.5302,1951.4290,79.5261,1.2363,79.5261,510.7715,79.5261,413.1494,79.5241,1.2097,79.5241,783.6257,79.5241,647.8046,79.5221,1.1947,79.5221,1260.4165,79.5221,1055.0079
79.7331,0.9953,79.7331,566.1450,79.7331,568.8052,79.7351,0.8822,79.7351,1007.2514,79.7351,1141.7332,79.7372,0.8306,79.7372,1617.2582,79.7372,1947.0865,79.7413,1.2374,79.7413,510.3040,79.7413,412.3943,79.7434,1.2062,79.7434,779.3651,79.7434,646.1364,79.7455,1.1925,79.7455,1256.9667,79.7455,1054.0345
79.7741,0.9952,79.7741,562.0359,79.7741,564.7315,79.7721,0.8798,79.7721,1000.6675,79.7721,1137.3431,79.7700,0.8313,79.7700,1609.2874,79.7700,1935.8685,79.7659,1.2414,79.7659,510.6153,79.7659,411.3148,79.7638,1.2111,79.7638,780.9219,79.7638,644.7936,79.7617,1.1936,79.7617,1255.2694,79.7617,1051.6915
79.9715,0.9937,79.9715,561.3744,79.9715,564.9092,79.9735,0.8821,79.9735,997.5712,79.9735,1130.8857,79.9755,0.8322,79.9755,1607.5962,79.9755,1931.8065,79.9796,1.2356,79.9796,507.4301,79.9796,410.6757,79.9816,1.2182,79.9816,781.9548,79.9816,641.8944,79.9836,1.1937,79.9836,1249.5400,79.9836,1046.7367
80.0099,1.0008,80.0099,562.3614,80.0099,561.9072,80.0079,0.8818,80.0079,995.1693,80.0079,1128.5277,80.0058,0.8339,80.0058,1604.8375,80.0058,1924.6021,80.0016,1.2401,80.0016,508.8089,80.0016,410.3058,79.9996,1.2164,79.9996,780.4107,79.9996,641.5610,79.9975,1.1987,79.9975,1250.3428,79.9975,1043.1140
80.2116,0.9974,80.2116,559.1811,80.2116,560.6407,80.2136,0.8811,80.2136,990.3428,80.2136,1124.0459,80.2157,0.8336,80.2157,1598.6632,80.2157,1917.7559,80.2198,1.2361,80.2198,505.3943,80.2198,408.8480,80.2218,1.2175,80.2218,777.7898,80.2218,638.8464,80.2239,1.1970,80.2239,1245.4099,80.2239,1040.4169
80.2530,0.9978,80.2530,559.6240,80.2530,560.8854,80.2510,0.8819,80.2510,989.5499,80.2510,1122.0586,80.2490,0.8314,80.2490,1588.8729,80.2490,1911.0581,80.2450,1.2436,80.2450,508.9625,80.2450,409.2794,80.2430,1.2059,80.2430,772.8265,80.2430,640.8528,80.2410,1.1999,80.2410,1246.4100,80.2410,1038.7681
80.4500,0.9916,80.4500,555.1240,80.4500,559.8063,80.4521,0.8856,80.4521,988.4504,80.4521,1116.1292,80.4541,0.8344,80.4541,1588.2900,80.4541,1903.4547,80.4582,1.2382,80.4582,505.5280,80.4582,408.2803,80.4603,1.2114,80.4603,773.8721,80.4603,638.8403,80.4623,1.1973,80.4623,1238.3431,80.4623,1034.3101
80.4925,1.0015,80.4925,555.3793,80.4925,554.5316,80.4905,0.8845,80.4905,983.4351,80.4905,1111.8931,80.4885,0.8305,80.4885,1575.8617,80.4885,1897.3733,80.4845,1.2352,80.4845,503.8344,80.4845,407.9059,80.4825,1.2081,80.4825,772.9973,80.4825,639.8303,80.4805,1.1981,80.4805,1238.6956,80.4805,1033.9036
80.6888,0.9975,80.6888,554.9210,80.6888,556.3193,80.6908,0.8810,80.6908,978.6151,80.6908,1110.8042,80.6928,0.8323,80.6928,1574.9159,80.6928,1892.3317,80.6968,1.2332,80.6968,502.3961,80.6968,407.3832,80.6988,1.2126,80.6988,769.0101,80.6988,634.1876,80.7008,1.1962,80.7008,1231.4143,80.7008,1029.4673
80.7272,1.0011,80.7272,554.5140,80.7272,553.9118,80.7252,0.8847,80.7252,978.7911,80.7252,1106.3413,80.7231,0.8320,80.7231,1567.1252,80.7231,1883.4550,80.7189,1.2416,80.7189,503.6752,80.7189,405.6506,80.7168,1.2074,80.7168,766.6448,80.7168,634.9658,80.7147,1.1959,80.7147,1231.2581,80.7147,1029.5289
80.9294,1.0042,80.9294,553.0796,80.9294,550.7395,80.9314,0.8831,80.9314,976.0556,80.9314,1105.2560,80.9334,0.8334,80.9334,1564.1116,80.9334,1876.7679,80.9375,1.2361,80.9375,501.9398,80.9375,406.0756,80.9396,1.2109,80.9396,767.8116,80.9396,634.0836,80.9416,1.1995,80.9416,1229.3102,80.9416,1024.8947
80.9698,0.9988,80.9698,550.4264,80.9698,551.0981,80.9679,0.8853,80.9679,974.0912,80.9679,1100.2682,80.9659,0.8317,80.9659,1556.1429,80.9659,1871.0990,80.9619,1.2418,80.9619,504.0197,80.9619,405.8759,80.9599,1.2104,80.9599,763.2294,80.9599,630.5772,80.9579,1.1975,80.9579,1226.8468,80.9579,1024.5026
81.1686,1.0063,81.1686,551.0681,81.1686,547.6299,81.1706,0.8854,81.1706,971.4217,81.1706,1097.1304,81.1727,0.8318,81.1727,1550.2499,81.1727,1863.7832,81.1768,1.2311,81.1768,499.4323,81.1768,405.6757,81.1788,1.2147,81.1788,762.0386,81.1788,627.3422,81.1808,1.1953,81.1808,1224.9738,81.1808,1024.7963
81.2109,1.0036,81.2109,549.0660,81.2109,547.1213,81.2088,0.8840,81.2088,964.9803,81.2088,1091.5822,81.2067,0.8342,81.2067,1547.2878,81.2067,1854.7457,81.2026,1.2425,81.2026,503.9508,81.2026,405.5867,81.2005,1.2123,81.2005,761.9568,81.2005,628.5148,81.1985,1.2034,81.1985,1228.6995,81.1985,1021.0118
81.4093,1.0060,81.4093,549.2742,81.4093,545.9955,81.4114,0.8842,81.4114,964.6360,81.4114,1091.0018,81.4135,0.8333,81.4135,1544.4095,81.4135,1853.4581,81.4176,1.2501,81.4176,502.8547,81.4176,402.2355,81.4197,1.2142,81.4197,760.6012,81.4197,626.4045,81.4217,1.1970,81.4217,1218.6738,81.4217,1018.0746
81.4505,1.0071,81.4505,547.6812,81.4505,543.8033,81.4486,0.8873,81.4486,961.9157,81.4486,1084.0571,81.4466,0.8344,81.4466,1538.4014,81.4466,1843.7517,81.4426,1.2379,81.4426,499.5351,81.4426,403.5182,81.4407,1.2135,81.4407,760.8553,81.4407,627.0038,81.4387,1.2014,81.4387,1220.6062,81.4387,1016.0040
81.6486,1.0014,81.6486,545.4365,81.6486,544.6678,81.6506,0.8847,81.6506,958.7390,81.6506,1083.6943,81.6527,0.8341,81.6527,1533.6210,81.6527,1838.6395,81.6568,1.2385,81.6568,497.4351,81.6568,401.6503,81.6588,1.2147,81.6588,759.3268,81.6588,625.1282,81.6609,1.2033,81.6609,1218.4412,81.6609,1012.5784
81.6899,1.0035,81.6899,543.5420,81.6899,541.6297,81.6878,0.8856,81.6878,954.7717,81.6878,1078.1469,81.6858,0.8346,81.6858,1523.2056,81.6858,1824.9658,81.6817,1.2355,81.6817,498.3569,81.6817,403.3554,81.6796,1.2094,81.6796,757.3203,81.6796,626.2094,81.6775,1.1976,81.6775,1213.6356,81.6775,1013.4082
81.8872,1.0059,81.8872,542.9137,81.8872,539.7140,81.8892,0.8871,81.8892,953.9172,81.8892,1075.3035,81.8913,0.8364,81.8913,1521.7039,81.8913,1819.3799,81.8953,1.2463,81.8953,498.8561,81.8953,400.2654,81.8974,1.2169,81.8974,757.4371,81.8974,622.4493,81.8994,1.2020,81.8994,1209.2725,81.8994,1006.0668
81.9284,1.0033,81.9284,540.3599,81.9284,538.5972,81.9263,0.8899,81.9263,949.6190,81.9263,1067.1257,81.9242,0.8355,81.9242,1515.6831,81.9242,1814.1072,81.9201,1.2392,81.9201,496.4619,81.9201,400.6422,81.9180,1.2137,81.9180,753.9252,81.9180,621.1966,81.9159,1.1963,81.9159,1204.9860,81.9159,1007.2599
82.1277,1.0106,82.1277,542.3412,82.1277,536.6310,82.1297,0.8909,82.1297,948.9738,82.1297,1065.1704,82.1317,0.8352,82.1317,1513.1022,82.1317,1811.6207,82.1357,1.2428,82.1357,495.2265,82.1357,398.4792,82.1377,1.2081,82.1377,751.1606,82.1377,621.7546,82.1397,1.1984,82.1397,1202.6249,82.1397,1003.4901
82.1673,1.0057,82.1673,538.7330,82.1673,535.7053,82.1653,0.8895,82.1653,943.4747,82.1653,1060.6339,82.1633,0.8381,82.1633,1505.5439,82.1633,1796.3889,82.1592,1.2395,82.1592,495.5806,82.1592,399.8227,82.1572,1.2174,82.1572,751.7045,82.1572,617.4916,82.1552,1.2056,82.1552,1206.1465,82.1552,1000.4655
82.3698,1.0060,82.3698,537.4532,82.3698,534.2272,82.3719,0.8878,82.3719,941.7708,82.3719,1060.7854,82.3739,0.8359,82.3739,1503.5862,82.3739,1798.8518,82.3781,1.2419,82.3781,494.3499,82.3781,398.0565,82.3801,1.2129,82.3801,749.5894,82.3801,617.9887,82.3822,1.2012,82.3822,1196.9268,82.3822,996.4100
82.4084,1.0090,82.4084,535.9190,82.4084,531.1521,82.4064,0.8925,82.4064,938.0771,82.4064,1051.0590,82.4044,0.8362,82.4044,1494.1311,82.4044,1786.8789,82.4003,1.2398,82.4003,493.9142,82.4003,398.3745,82.3982,1.2118,82.3982,747.1252,82.3982,616.5579,82.3962,1.1972,82.3962,1192.8440,82.3962,996.3561
82.6052,1.0071,82.6052,534.6064,82.6052,530.8268,82.6073,0.8925,82.6073,935.7095,82.6073,1048.4307,82.6094,0.8365,82.6094,1490.4095,82.6094,1781.7885,82.6135,1.2389,82.6135,493.2932,82.6135,398.1653,82.6156,1.2154,82.6156,747.1194,82.6156,614.7285,82.6177,1.2028,82.6177,1193.9584,82.6177,992.6777
82.6481,1.0081,82.6481,534.2669,82.6481,529.9548,82.6460,0.8913,82.6460,930.1744,82.6460,1043.6207,82.6440,0.8367,82.6440,1481.7776,82.6440,1771.0288,82.6399,1.2359,82.6399,493.0636,82.6399,398.9391,82.6378,1.2184,82.6378,744.4294,82.6378,611.0048,82.6357,1.1975,82.6357,1188.4327,82.6357,992.4609
82.8452,1.0068,82.8452,531.4082,82.8452,527.8054,82.8472,0.8926,82.8472,930.9960,82.8472,1042.9921,82.8493,0.8367,82.8493,1479.7706,82.8493,1768.6615,82.8534,1.2406,82.8534,492.6228,82.8534,397.0927,82.8555,1.2109,82.8555,741.8062,82.8555,612.6208,82.8575,1.1979,82.8575,1186.1273,82.8575,990.1563
82.8856,1.0111,82.8856,532.2902,82.8856,526.4355,82.8836,0.8898,82.8836,924.8688,82.8836,1039.3999,82.8815,0.8393,82.8815,1477.6179,82.8815,1760.5728,82.8774,1.2352,82.8774,490.9982,82.8774,397.4939,82.8753,1.2236,82.8753,742.2975,82.8753,606.6752,82.8733,1.2037,82.8733,1187.9932,82.8733,986.9567
83.0851,1.0103,83.0851,530.9045,83.0851,525.4814,83.0871,0.8933,83.0871,923.1247,83.0871,1033.4191,83.0891,0.8393,83.0891,1473.8405,83.0891,1755.9774,83.0931,1.2482,83.0931,491.6305,83.0931,393.8607,83.0951,1.2141,83.0951,738.5040,83.0951,608.2606,83.0971,1.2013,83.0971,1183.3739,83.0971,985.0917
83.1256,1.0123,83.1256,528.3490,83.1256,521.9352,83.1235,0.8938,83.1235,920.6168,83.1235,1029.9768,83.1215,0.8411,83.1215,1464.9154,83.1215,1741.5922,83.1173,1.2354,83.1173,489.9016,83.1173,396.5526,83.1153,1.2126,83.1153,739.7071,83.1153,610.0266,83.1132,1.1999,83.1132,1179.7904,83.1132,983.2101
83.3253,1.0197,83.3253,531.6796,83.3253,521.4049,83.3272,0.8926,83.3272,920.2171,83.3272,1030.9365,83.3292,0.8390,83.3292,1460.9835,83.3292,1741.4222,83.3332,1.2439,83.3332,491.0582,83.3332,394.7629,83.3351,1.2188,83.3351,735.9139,83.3351,603.8002,83.3371,1.2007,83.3371,1176.5444,83.3371,979.8684
83.3657,1.0120,83.3657,527.1905,83.3657,520.9644,83.3636,0.8924,83.3636,913.4700,83.3636,1023.6405,83.3615,0.8394,83.3615,1453.3597,83.3615,1731.5115,83.3574,1.2401,83.3574,488.5875,83.3574,394.0010,83.3553,1.2117,83.3553,734.4849,83.3553,606.1758,83.3533,1.1988,83.3533,1173.9188,83.3533,979.2771
83.5620,1.0182,83.5620,528.1686,83.5620,518.7311,83.5641,0.8943,83.5641,913.8215,83.5641,1021.8818,83.5662,0.8400,83.5662,1450.7139,83.5662,1726.9749,83.5703,1.2416,83.5703,489.0810,83.5703,393.9147,83.5724,1.2107,83.5724,733.3694,83.5724,605.7341,83.5744,1.1984,83.5744,1170.5303,83.5744,976.7477
83.6054,1.0163,83.6054,525.9273,83.6054,517.4797,83.6033,0.8968,83.6033,912.7480,83.6033,1017.7424,83.6013,0.8407,83.6013,1442.2339,83.6013,1715.4867,83.5973,1.2367,83.5973,487.4606,83.5973,394.1511,83.5952,1.2157,83.5952,732.3481,83.5952,602.4269,83.5932,1.1973,83.5932,1168.8873,83.5932,976.2311
83.8020,1.0178,83.8020,525.0165,83.8020,515.8172,83.8041,0.8955,83.8041,908.6953,83.8041,1014.7590,83.8061,0.8428,83.8061,1443.5842,83.8061,1712.8285,83.8103,1.2349,83.8103,484.2334,83.8103,392.1179,83.8124,1.2147,83.8124,732.2994,83.8124,602.8800,83.8144,1.2017,83.8144,1165.6819,83.8144,970.0510
83.8442,1.0187,83.8442,524.3715,83.8442,514.7421,83.8421,0.8969,83.8421,906.3044,83.8421,1010.4512,83.8401,0.8418,83.8401,1437.1143,83.8401,1707.2714,83.8360,1.2475,83.8360,486.7884,83.8360,390.1959,83.8339,1.2185,83.8339,730.9719,83.8339,599.8802,83.8318,1.1988,83.8318,1164.0391,83.8318,971.0053
84.0418,1.0190,84.0418,522.1639,84.0418,512.4299,84.0439,0.8954,84.0439,903.6199,84.0439,1009.1584,84.0459,0.8413,84.0459,1432.0051,84.0459,1702.0658,84.0500,1.2411,84.0500,485.2606,84.0500,391.0000,84.0520,1.2122,84.0520,728.7114,84.0520,601.1241,84.0541,1.1994,84.0541,1160.2318,84.0541,967.3546
84.0822,1.0180,84.0822,520.7953,84.0822,511.5858,84.0801,0.8977,84.0801,898.2491,84.0801,1000.5897,84.0781,0.8412,84.0781,1422.8033,84.0781,1691.4539,84.0739,1.2437,84.0739,485.6244,84.0739,390.4528,84.0718,1.2195,84.0718,731.9628,84.0718,600.2051,84.0697,1.2019,84.0697,1163.3510,84.0697,967.9144
84.2810,1.0150,84.2810,520.5175,84.2810,512.8409,84.2830,0.8961,84.2830,897.0354,84.2830,1001.0165,84.2851,0.8432,84.2851,1424.6443,84.2851,1689.6018,84.2892,1.2440,84.2892,484.8037,84.2892,389.7038,84.2912,1.2197,84.2912,727.2246,84.2912,596.2493,84.2932,1.2034,84.2932,1155.9819,84.2932,960.5969
84.3223,1.0201,84.3223,518.3640,84.3223,508.1552,84.3203,0.8946,84.3203,892.5493,84.3203,997.7498,84.3182,0.8400,84.3182,1413.6199,84.3182,1682.9153,84.3142,1.2359,84.3142,482.6259,84.3142,390.4999,84.3121,1.2142,84.3121,725.9174,84.3121,597.8765,84.3101,1.2014,84.3101,1152.4822,84.3101,959.2505
84.5204,1.0168,84.5204,517.5813,84.5204,509.0352,84.5224,0.8981,84.5224,892.2242,84.5224,993.4926,84.5245,0.8424,84.5245,1411.2068,84.5245,1675.2134,84.5287,1.2401,84.5287,482.0263,84.5287,388.6866,84.5308,1.2162,84.5308,723.6464,84.5308,595.0054,84.5328,1.2035,84.5328,1153.3835,84.5328,958.3436
84.5628,1.0173,84.5628,515.2358,84.5628,506.4606,84.5607,0.9009,84.5607,888.8432,84.5607,986.6026,84.5587,0.8424,84.5587,1405.3529,84.5587,1668.1876,84.5546,1.2465,84.5546,482.2370,84.5546,386.8734,84.5526,1.2138,84.5526,723.0267,84.5526,595.6697,84.5506,1.2032,84.5506,1150.1713,84.5506,955.9505
84.7599,1.0188,84.7599,515.6554,84.7599,506.1201,84.7619,0.8995,84.7619,886.7946,84.7619,985.9082,84.7640,0.8433,84.7640,1401.2485,84.7640,1661.6853,84.7681,1.2475,84.7681,482.9129,84.7681,387.1014,84.7702,1.2157,84.7702,722.0519,84.7702,593.9528,84.7723,1.2073,84.7723,1147.4602,84.7723,950.4146
84.8019,1.0240,84.8019,515.5992,84.8019,503.5070,84.7999,0.8994,84.7999,882.8524,84.7999,981.5931,84.7979,0.8433,84.7979,1394.1743,84.7979,1653.3281,84.7938,1.2535,84.7938,481.9774,84.7938,384.5041,84.7918,1.2202,84.7918,719.5406,84.7918,589.7097,84.7897,1.2037,84.7897,1143.9348,84.7897,950.3640
84.9985,1.0226,84.9985,513.3443,84.9985,502.0043,85.0005,0.9030,85.0005,883.6577,85.0005,978.5760,85.0026,0.8431,85.0026,1392.8663,85.0026,1652.1123,85.0067,1.2406,85.0067,479.2530,85.0067,386.3010,85.0087,1.2118,85.0087,714.9066,85.0087,589.9398,85.0108,1.2023,85.0108,1140.9368,85.0108,948.9446
85.0407,1.0241,85.0407,511.7087,85.0407,499.6775,85.0387,0.9026,85.0387,877.1102,85.0387,971.7392,85.0366,0.8461,85.0366,1385.7773,85.0366,1637.8744,85.0325,1.2476,85.0325,479.3448,85.0325,384.1993,85.0305,1.2129,85.0305,716.1564,85.0305,590.4261,85.0285,1.1999,85.0285,1139.3606,85.0285,949.5188
85.2393,1.0265,85.2393,513.4089,85.2393,500.1727,85.2414,0.9032,85.2414,875.9688,85.2414,969.8168,85.2434,0.8444,85.2434,1384.5029,85.2434,1639.6454,85.2475,1.2423,85.2475,478.1589,85.2475,384.9054,85.2496,1.2186,85.2496,714.7048,85.2496,586.5072,85.2516,1.2030,85.2516,1137.8000,85.2516,945.8181
85.2810,1.0211,85.2810,508.2814,85.2810,497.7975,85.2789,0.9022,85.2789,872.4197,85.2789,966.9473,85.2768,0.8450,85.2768,1377.9701,85.2768,1630.7212,85.2727,1.2428,85.2727,476.7492,85.2727,383.5969,85.2706,1.2157,85.2706,713.3699,85.2706,586.8188,85.2685,1.2049,85.2685,1135.0759,85.2685,942.0113
85.4782,1.0201,85.4782,509.1706,85.4782,499.1238,85.4803,0.9011,85.4803,869.8975,85.4803,965.4079,85.4824,0.8447,85.4824,1370.1539,85.4824,1622.1436,85.4865,1.2472,85.4865,477.7909,85.4865,383.1006,85.4885,1.2181,85.4885,711.6272,85.4885,584.1902,85.4906,1.2046,85.4906,1133.8545,85.4906,941.2338
85.5192,1.0256,85.5192,507.6193,85.5192,494.9627,85.5172,0.9062,85.5172,868.8215,85.5172,958.7315,85.5152,0.8458,85.5152,1365.1461,85.5152,1614.0658,85.5111,1.2488,85.5111,477.0964,85.5111,382.0361,85.5090,1.2160,85.5090,712.0336,85.5090,585.5522,85.5070,1.2017,85.5070,1131.5388,85.5070,941.5814
85.7165,1.0271,85.7165,508.2009,85.7165,494.8038,85.7186,0.9038,85.7186,864.6346,85.7186,956.7105,85.7206,0.8460,85.7206,1364.5443,85.7206,1612.9618,85.7247,1.2451,85.7247,475.7033,85.7247,382.0637,85.7268,1.2172,85.7268,709.5403,85.7268,582.9514,85.7289,1.2038,85.7289,1128.6575,85.7289,937.6037
85.7582,1.0259,85.7582,505.1239,85.7582,492.3824,85.7561,0.9087,85.7561,865.9199,85.7561,952.9459,85.7541,0.8492,85.7541,1357.3596,85.7541,1598.4552,85.7499,1.2385,85.7499,474.7133,85.7499,383.2820,85.7478,1.2238,85.7478,711.3270,85.7478,581.2256,85.7458,1.2029,85.7458,1127.8258,85.7458,937.6190
85.9562,1.0323,85.9562,504.8213,85.9562,489.0249,85.9583,0.9015,85.9583,856.9001,85.9583,950.5696,85.9603,0.8447,85.9603,1350.8923,85.9603,1599.1813,85.9644,1.2393,85.9644,473.1344,85.9644,381.7834,85.9664,1.2156,85.9664,706.4202,85.9664,581.1500,85.9685,1.2083,85.9685,1123.7881,85.9685,930.0252
85.9969,1.0316,85.9969,503.9987,85.9969,488.5511,85.9949,0.9049,85.9949,856.2973,85.9949,946.2911,85.9929,0.8484,85.9929,1347.0607,85.9929,1587.8406,85.9889,1.2537,85.9889,475.4915,85.9889,379.2654,85.9868,1.2116,85.9868,704.4946,85.9868,581.4817,85.9848,1.2022,85.9848,1117.2805,85.9848,929.3600
86.1951,1.0249,86.1951,503.2136,86.1951,490.9687,86.1972,0.9066,86.1972,855.7822,86.1972,943.9484,86.1992,0.8511,86.1992,1345.6001,86.1992,1580.9733,86.2033,1.2484,86.2033,475.4375,86.2033,380.8461,86.2053,1.2215,86.2053,706.9365,86.2053,578.7260,86.2073,1.2050,86.2073,1115.4376,86.2073,925.6790
