Temperature for Cap.30 (°C),Ratio 350 nm / 330 nm for Cap.30 ,Temperature for Cap.30 (°C),350 nm for Cap.30 ,Temperature for Cap.30 (°C),330 nm for Cap.30 ,Temperature for Cap.31 (°C),Ratio 350 nm / 330 nm for Cap.31 ,Temperature for Cap.31 (°C),350 nm for Cap.31 ,Temperature for Cap.31 (°C),330 nm for Cap.31 ,Temperature for Cap.32 (°C),Ratio 350 nm / 330 nm for Cap.32 ,Temperature for Cap.32 (°C),350 nm for Cap.32 ,Temperature for Cap.32 (°C),330 nm for Cap.32 ,Temperature for Cap.34 (°C),Ratio 350 nm / 330 nm for Cap.34 ,Temperature for Cap.34 (°C),350 nm for Cap.34 ,Temperature for Cap.34 (°C),330 nm for Cap.34 ,Temperature for Cap.35 (°C),Ratio 350 nm / 330 nm for Cap.35 ,Temperature for Cap.35 (°C),350 nm for Cap.35 ,Temperature for Cap.35 (°C),330 nm for Cap.35 ,Temperature for Cap.36 (°C),Ratio 350 nm / 330 nm for Cap.36 ,Temperature for Cap.36 (°C),350 nm for Cap.36 ,Temperature for Cap.36 (°C),330 nm for Cap.36 
41.9621,1.0269,41.9621,1480.5831,41.9621,1441.7347,41.9642,0.9886,41.9642,3392.9688,41.9642,3432.2417,41.9663,0.9725,41.9663,5986.7822,41.9663,6156.3877,41.9704,1.1200,41.9704,716.6270,41.9704,639.8337,41.9724,1.0385,41.9724,1277.7133,41.9724,1230.3412,41.9745,1.0031,41.9745,2192.3774,41.9745,2185.5500
42.0028,1.0284,42.0028,1479.0913,42.0028,1438.2163,42.0008,0.9902,42.0008,3384.3062,42.0008,3417.9158,41.9987,0.9713,41.9987,5977.3462,41.9987,6153.6963,41.9946,1.1134,41.9946,712.3438,41.9946,639.8034,41.9926,1.0347,41.9926,1271.1189,41.9926,1228.5475,41.9905,1.0062,41.9905,2191.0398,41.9905,2177.6360
42.1985,1.0305,42.1985,1476.2528,42.1985,1432.5194,42.2005,0.9872,42.2005,3375.6802,42.2005,3419.4158,42.2025,0.9717,42.2025,5956.4238,42.2025,6130.1841,42.2065,1.1157,42.2065,710.7938,42.2065,637.0839,42.2085,1.0337,42.2085,1268.0466,42.2085,1226.6613,42.2105,1.0040,42.2105,2180.6794,42.2105,2171.8894
42.2387,1.0290,42.2387,1473.7883,42.2387,1432.3206,42.2366,0.9888,42.2366,3369.7673,42.2366,3408.0742,42.2346,0.9712,42.2346,5941.8501,42.2346,6118.3608,42.2304,1.1126,42.2304,708.9904,42.2304,637.2139,42.2283,1.0373,42.2283,1269.6569,42.2283,1223.9993,42.2262,1.0009,42.2262,2175.1926,42.2262,2173.3411
42.4378,1.0270,42.4378,1469.7338,42.4378,1431.1639,42.4398,0.9877,42.4398,3356.3108,42.4398,3398.0767,42.4419,0.9714,42.4419,5925.8765,42.4419,6100.4409,42.4459,1.1215,42.4459,713.4811,42.4459,636.1868,42.4480,1.0382,42.4480,1265.7880,42.4480,1219.2655,42.4500,1.0029,42.4500,2171.0276,42.4500,2164.7483
42.4788,1.0294,42.4788,1471.6812,42.4788,1429.6869,42.4768,0.9870,42.4768,3353.0007,42.4768,3397.0498,42.4747,0.9703,42.4747,5907.1230,42.4747,6088.0352,42.4706,1.1138,42.4706,708.9884,42.4706,636.5726,42.4685,1.0364,42.4685,1264.6261,42.4685,1220.2605,42.4664,1.0042,42.4664,2171.3247,42.4664,2162.1812
42.6751,1.0254,42.6751,1462.2029,42.6751,1425.9166,42.6771,0.9877,42.6771,3341.2090,42.6771,3382.7419,42.6791,0.9701,42.6791,5895.9795,42.6791,6077.9131,42.6832,1.1185,42.6832,708.6053,42.6832,633.5061,42.6852,1.0365,42.6852,1257.3333,42.6852,1213.0695,42.6872,1.0024,42.6872,2157.2939,42.6872,2152.0764
42.7176,1.0313,42.7176,1465.4470,42.7176,1421.0394,42.7156,0.9898,42.7156,3334.7236,42.7156,3369.0029,42.7135,0.9699,42.7135,5878.3657,42.7135,6060.9351,42.7094,1.1156,42.7094,708.6465,42.7094,635.2133,42.7074,1.0378,42.7074,1261.3541,42.7074,1215.3680,42.7054,1.0047,42.7054,2161.8279,42.7054,2151.6882
42.9148,1.0261,42.9148,1455.7292,42.9148,1418.6830,42.9168,0.9878,42.9168,3321.8525,42.9168,3362.7856,42.9188,0.9693,42.9188,5866.9580,42.9188,6052.5093,42.9229,1.1164,42.9229,709.5831,42.9229,635.6255,42.9250,1.0362,42.9250,1253.3003,42.9250,1209.5100,42.9270,1.0037,42.9270,2149.7700,42.9270,2141.9124
42.9557,1.0243,42.9557,1454.5293,42.9557,1419.9758,42.9537,0.9866,42.9537,3318.8398,42.9537,3364.0356,42.9517,0.9700,42.9517,5856.5576,42.9517,6037.8804,42.9477,1.1153,42.9477,706.7325,42.9477,633.6849,42.9456,1.0349,42.9456,1250.3998,42.9456,1208.2469,42.9436,1.0060,42.9436,2153.0688,42.9436,2140.1875
43.1541,1.0261,43.1541,1449.9718,43.1541,1413.0753,43.1562,0.9874,43.1562,3307.9216,43.1562,3349.9878,43.1582,0.9676,43.1582,5839.3032,43.1582,6034.7837,43.1623,1.1158,43.1623,704.8502,43.1623,631.7169,43.1643,1.0367,43.1643,1246.5787,43.1643,1202.4240,43.1664,1.0022,43.1664,2140.1946,43.1664,2135.6021
43.1927,1.0267,43.1927,1450.0559,43.1927,1412.3275,43.1906,0.9856,43.1906,3305.6250,43.1906,3353.9712,43.1886,0.9678,43.1886,5837.1069,43.1886,6031.3140,43.1844,1.1207,43.1844,705.2061,43.1844,629.2279,43.1824,1.0416,43.1824,1250.8582,43.1824,1200.8900,43.1803,1.0039,43.1803,2140.1389,43.1803,2131.8728
43.3931,1.0213,43.3931,1441.8475,43.3931,1411.7081,43.3951,0.9863,43.3951,3299.0142,43.3951,3344.9634,43.3971,0.9685,43.3971,5814.6309,43.3971,6003.7397,43.4012,1.1161,43.4012,700.3227,43.4012,627.4482,43.4032,1.0390,43.4032,1245.1538,43.4032,1198.4326,43.4053,1.0042,43.4053,2132.5676,43.4053,2123.6814
43.4316,1.0258,43.4316,1442.2684,43.4316,1406.0227,43.4295,0.9846,43.4295,3290.6519,43.4295,3342.0952,43.4274,0.9660,43.4274,5797.9521,43.4274,6001.9277,43.4233,1.1192,43.4233,702.8608,43.4233,627.9956,43.4212,1.0388,43.4212,1246.0375,43.4212,1199.4423,43.4192,1.0047,43.4192,2132.8318,43.4192,2122.8127
43.6290,1.0230,43.6290,1437.4414,43.6290,1405.1227,43.6311,0.9845,43.6311,3278.9141,43.6311,3330.6729,43.6331,0.9681,43.6331,5779.0430,43.6331,5969.4692,43.6372,1.1173,43.6372,700.9893,43.6372,627.3895,43.6393,1.0423,43.6393,1241.2059,43.6393,1190.8186,43.6413,1.0030,43.6413,2120.0469,43.6413,2113.7686
43.6701,1.0255,43.6701,1434.6187,43.6701,1398.9847,43.6680,0.9839,43.6680,3278.4663,43.6680,3332.1833,43.6659,0.9679,43.6659,5774.5205,43.6659,5966.0571,43.6618,1.1194,43.6618,700.5012,43.6618,625.7630,43.6597,1.0357,43.6597,1237.6112,43.6597,1194.9248,43.6576,1.0032,43.6576,2119.7822,43.6576,2113.0996
43.8685,1.0226,43.8685,1430.0321,43.8685,1398.4423,43.8706,0.9862,43.8706,3264.0908,43.8706,3309.8765,43.8726,0.9675,43.8726,5750.7808,43.8726,5943.8340,43.8767,1.1201,43.8767,698.0118,43.8767,623.1445,43.8788,1.0392,43.8788,1236.1313,43.8788,1189.4874,43.8808,1.0064,43.8808,2117.6946,43.8808,2104.2258
43.9103,1.0230,43.9103,1428.6047,43.9103,1396.5427,43.9082,0.9853,43.9082,3261.0605,43.9082,3309.6074,43.9062,0.9670,43.9062,5739.4790,43.9062,5935.2319,43.9020,1.1199,43.9020,697.8941,43.9020,623.1890,43.9000,1.0397,43.9000,1234.9767,43.9000,1187.8237,43.8979,1.0053,43.8979,2118.1775,43.8979,2107.0322
44.1064,1.0250,44.1064,1426.8126,44.1064,1392.0641,44.1084,0.9840,44.1084,3245.0146,44.1084,3297.7107,44.1105,0.9670,44.1105,5723.7007,44.1105,5918.7773,44.1145,1.1191,44.1145,695.2147,44.1145,621.2471,44.1166,1.0336,44.1166,1227.5374,44.1166,1187.6196,44.1186,1.0080,44.1186,2110.5842,44.1186,2093.7715
44.1490,1.0218,44.1490,1423.5614,44.1490,1393.1248,44.1469,0.9833,44.1469,3239.6440,44.1469,3294.5698,44.1449,0.9658,44.1449,5710.3774,44.1449,5912.4048,44.1407,1.1199,44.1407,696.4236,44.1407,621.8870,44.1387,1.0400,44.1387,1229.7841,44.1387,1182.5225,44.1366,1.0036,44.1366,2103.7468,44.1366,2096.2188
44.3464,1.0232,44.3464,1420.2000,44.3464,1387.9380,44.3485,0.9829,44.3485,3231.7190,44.3485,3288.0564,44.3505,0.9651,44.3505,5690.6533,44.3505,5896.2231,44.3546,1.1240,44.3546,694.0492,44.3546,617.4926,44.3567,1.0382,44.3567,1226.0455,44.3567,1180.8789,44.3587,1.0066,44.3587,2102.8923,44.3587,2089.1248
44.3892,1.0226,44.3892,1419.7955,44.3892,1388.4082,44.3872,0.9815,44.3872,3223.6628,44.3872,3284.3799,44.3851,0.9651,44.3851,5684.4331,44.3851,5889.7778,44.3810,1.1168,44.3810,692.7986,44.3810,620.3646,44.3790,1.0391,44.3790,1226.0345,44.3790,1179.8641,44.3769,1.0066,44.3769,2097.6282,44.3769,2083.9438
44.5863,1.0256,44.5863,1414.8304,44.5863,1379.5267,44.5883,0.9819,44.5883,3216.3635,44.5883,3275.7205,44.5903,0.9645,44.5903,5661.6943,44.5903,5869.9458,44.5944,1.1220,44.5944,692.9104,44.5944,617.5406,44.5965,1.0398,44.5965,1219.4136,44.5965,1172.7443,44.5985,1.0051,44.5985,2091.0413,44.5985,2080.3447
44.6277,1.0230,44.6277,1409.1708,44.6277,1377.4755,44.6257,0.9817,44.6257,3210.2395,44.6257,3269.9497,44.6237,0.9642,44.6237,5655.0054,44.6237,5864.8970,44.6198,1.1193,44.6198,690.8083,44.6198,617.1686,44.6178,1.0412,44.6178,1220.2889,44.6178,1172.0037,44.6158,1.0043,44.6158,2088.7075,44.6158,2079.6809
44.8241,1.0262,44.8241,1410.0929,44.8241,1374.1057,44.8261,0.9810,44.8261,3199.7437,44.8261,3261.6685,44.8282,0.9632,44.8282,5629.0820,44.8282,5844.3965,44.8322,1.1235,44.8322,689.9336,44.8322,614.0771,44.8343,1.0424,44.8343,1216.8519,44.8343,1167.3721,44.8363,1.0102,44.8363,2084.3699,44.8363,2063.2815
44.8659,1.0211,44.8659,1401.1139,44.8659,1372.0985,44.8639,0.9824,44.8639,3197.7947,44.8639,3255.0408,44.8619,0.9630,44.8619,5619.9951,44.8619,5835.6606,44.8579,1.1177,44.8579,688.5017,44.8579,615.9885,44.8559,1.0432,44.8559,1217.8828,44.8559,1167.4567,44.8539,1.0073,44.8539,2080.0132,44.8539,2065.0166
45.0643,1.0218,45.0643,1397.4918,45.0643,1367.6904,45.0663,0.9808,45.0663,3178.5281,45.0663,3240.8269,45.0683,0.9642,45.0683,5602.0972,45.0683,5810.0005,45.0724,1.1207,45.0724,687.8649,45.0724,613.7849,45.0744,1.0419,45.0744,1215.4093,45.0744,1166.5273,45.0764,1.0040,45.0764,2069.8743,45.0764,2061.7139
45.1062,1.0235,45.1062,1398.8055,45.1062,1366.6774,45.1042,0.9813,45.1042,3184.1084,45.1042,3244.7114,45.1022,0.9613,45.1022,5591.1016,45.1022,5815.9844,45.0983,1.1157,45.0983,686.7735,45.0983,615.5684,45.0963,1.0408,45.0963,1211.7664,45.0963,1164.2787,45.0943,1.0060,45.0943,2071.3071,45.0943,2058.9617
45.3008,1.0213,45.3008,1393.9507,45.3008,1364.8561,45.3028,0.9796,45.3028,3170.0530,45.3028,3236.0171,45.3048,0.9619,45.3048,5572.9346,45.3048,5793.5889,45.3088,1.1235,45.3088,687.6078,45.3088,612.0485,45.3108,1.0420,45.3108,1207.8881,45.3108,1159.1890,45.3127,1.0061,45.3127,2063.0576,45.3127,2050.5217
45.3417,1.0217,45.3417,1394.2115,45.3417,1364.6150,45.3396,0.9791,45.3396,3160.6001,45.3396,3227.9248,45.3375,0.9615,45.3375,5566.6030,45.3375,5789.7803,45.3333,1.1257,45.3333,685.6371,45.3333,609.0791,45.3313,1.0441,45.3313,1209.7690,45.3313,1158.6884,45.3292,1.0077,45.3292,2065.4785,45.3292,2049.7859
45.5430,1.0168,45.5430,1384.8862,45.5430,1361.9436,45.5451,0.9804,45.5451,3148.8423,45.5451,3211.7109,45.5471,0.9610,45.5471,5544.6611,45.5471,5769.6045,45.5511,1.1170,45.5511,684.1495,45.5511,612.4999,45.5532,1.0426,45.5532,1202.3306,45.5532,1153.1698,45.5552,1.0066,45.5552,2056.8794,45.5552,2043.3163
45.5815,1.0239,45.5815,1386.7488,45.5815,1354.4138,45.5794,0.9803,45.5794,3148.1287,45.5794,3211.3218,45.5773,0.9593,45.5773,5527.8599,45.5773,5762.5347,45.5732,1.1198,45.5732,684.7568,45.5732,611.5026,45.5711,1.0421,45.5711,1201.4398,45.5711,1152.9246,45.5691,1.0070,45.5691,2057.9048,45.5691,2043.6174
45.7790,1.0233,45.7790,1382.8420,45.7790,1351.3875,45.7811,0.9796,45.7811,3134.8538,45.7811,3200.0403,45.7831,0.9601,45.7831,5510.9131,45.7831,5740.1694,45.7872,1.1279,45.7872,682.6591,45.7872,605.2571,45.7893,1.0424,45.7893,1198.3202,45.7893,1149.6263,45.7913,1.0050,45.7913,2044.7120,45.7913,2034.4569
45.8213,1.0191,45.8213,1378.1575,45.8213,1352.3173,45.8193,0.9772,45.8193,3127.7112,45.8193,3200.6677,45.8172,0.9608,45.8172,5495.2422,45.8172,5719.3975,45.8131,1.1247,45.8131,682.0538,45.8131,606.4581,45.8111,1.0407,45.8111,1196.3221,45.8111,1149.5762,45.8090,1.0090,45.8090,2047.8185,45.8090,2029.4574
46.0181,1.0166,46.0181,1371.5027,46.0181,1349.0768,46.0201,0.9785,46.0201,3121.0227,46.0201,3189.6421,46.0221,0.9614,46.0221,5488.2915,46.0221,5708.5244,46.0260,1.1188,46.0260,680.7447,46.0260,608.4443,46.0280,1.0380,46.0280,1190.6456,46.0280,1147.0731,46.0300,1.0087,46.0300,2041.3583,46.0300,2023.7913
46.0593,1.0184,46.0593,1370.5106,46.0593,1345.7151,46.0572,0.9797,46.0572,3118.0991,46.0572,3182.6313,46.0551,0.9593,46.0551,5465.7939,46.0551,5697.4824,46.0510,1.1240,46.0510,680.2092,46.0510,605.1448,46.0489,1.0409,46.0489,1193.5513,46.0489,1146.6281,46.0469,1.0082,46.0469,2038.7263,46.0469,2022.1541
46.2602,1.0193,46.2602,1367.7150,46.2602,1341.7551,46.2623,0.9785,46.2623,3103.6765,46.2623,3171.9448,46.2643,0.9588,46.2643,5442.2905,46.2643,5676.4141,46.2684,1.1269,46.2684,681.2010,46.2684,604.5079,46.2704,1.0383,46.2704,1185.6501,46.2704,1141.8777,46.2725,1.0095,46.2725,2034.0143,46.2725,2014.9576
46.2988,1.0147,46.2988,1364.4098,46.2988,1344.5848,46.2968,0.9781,46.2968,3096.5623,46.2968,3165.7749,46.2947,0.9606,46.2947,5440.6235,46.2947,5663.9258,46.2906,1.1215,46.2906,677.4886,46.2906,604.1130,46.2885,1.0433,46.2885,1192.5488,46.2885,1143.0980,46.2864,1.0064,46.2864,2028.2678,46.2864,2015.3506
46.4966,1.0194,46.4966,1361.6843,46.4966,1335.7070,46.4987,0.9766,46.4987,3082.9868,46.4987,3156.9534,46.5007,0.9604,46.5007,5421.8530,46.5007,5645.6563,46.5049,1.1155,46.5049,674.8606,46.5049,604.9890,46.5069,1.0392,46.5069,1182.6000,46.5069,1137.9956,46.5090,1.0046,46.5090,2018.5414,46.5090,2009.3071
46.5380,1.0173,46.5380,1356.1522,46.5380,1333.1274,46.5360,0.9732,46.5360,3073.3574,46.5360,3158.0068,46.5339,0.9595,46.5339,5413.3804,46.5339,5642.1064,46.5298,1.1234,46.5298,676.3460,46.5298,602.0327,46.5277,1.0434,46.5277,1185.7368,46.5277,1136.3800,46.5257,1.0078,46.5257,2020.2156,46.5257,2004.5394
46.7365,1.0190,46.7365,1355.7255,46.7365,1330.4686,46.7385,0.9749,46.7385,3065.2397,46.7385,3144.1060,46.7406,0.9569,46.7406,5384.2808,46.7406,5626.7271,46.7448,1.1253,46.7448,675.5665,46.7448,600.3268,46.7468,1.0420,46.7468,1180.8748,46.7468,1133.3228,46.7489,1.0072,46.7489,2012.9199,46.7489,1998.4539
46.7760,1.0170,46.7760,1349.2167,46.7760,1326.6705,46.7739,0.9763,46.7739,3059.8430,46.7739,3134.2769,46.7719,0.9580,46.7719,5375.6768,46.7719,5611.1489,46.7678,1.1310,46.7678,676.9874,46.7678,598.5618,46.7658,1.0446,46.7658,1182.3793,46.7658,1131.9069,46.7637,1.0116,46.7637,2015.8969,46.7637,1992.7380
46.9726,1.0206,46.9726,1349.1296,46.9726,1321.8933,46.9746,0.9748,46.9746,3048.9722,46.9746,3127.9099,46.9766,0.9585,46.9766,5359.5078,46.9766,5591.3086,46.9806,1.1249,46.9806,675.2209,46.9806,600.2380,46.9826,1.0445,46.9826,1178.1005,46.9826,1127.9310,46.9846,1.0092,46.9846,2004.2427,46.9846,1985.8926
47.0129,1.0220,47.0129,1346.5211,47.0129,1317.5129,47.0109,0.9752,47.0109,3041.3840,47.0109,3118.7236,47.0088,0.9551,47.0088,5345.6704,47.0088,5596.8145,47.0046,1.1253,47.0046,671.6970,47.0046,596.9265,47.0025,1.0441,47.0025,1175.9943,47.0025,1126.3728,47.0004,1.0100,47.0004,2007.1075,47.0004,1987.1401
47.2109,1.0200,47.2109,1343.7200,47.2109,1317.3093,47.2130,0.9753,47.2130,3035.0869,47.2130,3111.9785,47.2150,0.9573,47.2150,5332.5752,47.2150,5570.6631,47.2191,1.1261,47.2191,671.6985,47.2191,596.4803,47.2212,1.0453,47.2212,1174.7150,47.2212,1123.7537,47.2232,1.0104,47.2232,1999.1522,47.2232,1978.6641
47.2526,1.0146,47.2526,1336.3613,47.2526,1317.1290,47.2505,0.9703,47.2505,3015.5947,47.2505,3108.0308,47.2484,0.9566,47.2484,5318.1650,47.2484,5559.5503,47.2442,1.1250,47.2442,670.0859,47.2442,595.6455,47.2422,1.0443,47.2422,1172.3695,47.2422,1122.6429,47.2401,1.0060,47.2401,1994.8943,47.2401,1982.9843
47.4498,1.0144,47.4498,1332.1785,47.4498,1313.3202,47.4518,0.9740,47.4518,3013.9695,47.4518,3094.4028,47.4539,0.9536,47.4539,5293.7202,47.4539,5551.2012,47.4580,1.1251,47.4580,669.3538,47.4580,594.9089,47.4600,1.0442,47.4600,1167.7289,47.4600,1118.2983,47.4621,1.0102,47.4621,1989.6805,47.4621,1969.6176
47.4907,1.0183,47.4907,1333.4135,47.4907,1309.4536,47.4887,0.9738,47.4887,3013.4968,47.4887,3094.6646,47.4866,0.9556,47.4866,5283.3911,47.4866,5529.1382,47.4825,1.1258,47.4825,670.5103,47.4825,595.6111,47.4804,1.0464,47.4804,1168.0763,47.4804,1116.2852,47.4783,1.0091,47.4783,1987.3425,47.4783,1969.4580
47.6861,1.0164,47.6861,1328.4846,47.6861,1306.9902,47.6881,0.9741,47.6881,3001.7029,47.6881,3081.5522,47.6901,0.9561,47.6901,5273.4189,47.6901,5515.5098,47.6941,1.1223,47.6941,667.2274,47.6941,594.5092,47.6961,1.0462,47.6961,1163.5857,47.6961,1112.2131,47.6981,1.0097,47.6981,1980.6113,47.6981,1961.5995
47.7287,1.0170,47.7287,1327.5450,47.7287,1305.3354,47.7266,0.9747,47.7266,2988.9343,47.7266,3066.6062,47.7246,0.9549,47.7246,5255.1885,47.7246,5503.2095,47.7206,1.1248,47.7206,668.0687,47.7206,593.9555,47.7186,1.0446,47.7186,1164.6958,47.7186,1114.9399,47.7166,1.0094,47.7166,1978.5648,47.7166,1960.1179
47.9254,1.0157,47.9254,1325.9105,47.9254,1305.4269,47.9274,0.9727,47.9274,2976.6145,47.9274,3060.2312,47.9294,0.9540,47.9294,5238.0103,47.9294,5490.6226,47.9334,1.1230,47.9334,664.1558,47.9334,591.3995,47.9354,1.0486,47.9354,1161.7042,47.9354,1107.8584,47.9374,1.0104,47.9374,1974.3654,47.9374,1954.0326
47.9663,1.0161,47.9663,1319.8342,47.9663,1298.9393,47.9642,0.9743,47.9642,2977.7134,47.9642,3056.2524,47.9622,0.9529,47.9622,5222.6172,47.9622,5480.5835,47.9580,1.1249,47.9580,666.0706,47.9580,592.1096,47.9560,1.0448,47.9560,1156.8671,47.9560,1107.2366,47.9539,1.0071,47.9539,1969.7325,47.9539,1955.7502
48.1675,1.0138,48.1675,1314.8934,48.1675,1297.0099,48.1695,0.9715,48.1695,2957.9136,48.1695,3044.7207,48.1716,0.9544,48.1716,5208.0962,48.1716,5456.6958,48.1756,1.1224,48.1756,663.9556,48.1756,591.5291,48.1777,1.0430,48.1777,1154.8665,48.1777,1107.2975,48.1797,1.0095,48.1797,1966.9607,48.1797,1948.3586
48.2061,1.0138,48.2061,1311.6832,48.2061,1293.7917,48.2040,0.9717,48.2040,2956.6213,48.2040,3042.6777,48.2019,0.9533,48.2019,5200.2129,48.2019,5454.7109,48.1978,1.1328,48.1978,665.3386,48.1978,587.3361,48.1957,1.0452,48.1957,1156.2750,48.1957,1106.2977,48.1936,1.0143,48.1936,1969.9364,48.1936,1942.0844
48.4057,1.0148,48.4057,1307.6993,48.4057,1288.6389,48.4077,0.9701,48.4077,2946.1785,48.4077,3037.0708,48.4097,0.9525,48.4097,5178.0806,48.4097,5436.5391,48.4137,1.1264,48.4137,662.3160,48.4137,587.9921,48.4158,1.0441,48.4158,1148.8214,48.4158,1100.2566,48.4178,1.0110,48.4178,1958.9509,48.4178,1937.7012
48.4479,1.0102,48.4479,1303.0250,48.4479,1289.8701,48.4459,0.9718,48.4459,2943.0344,48.4459,3028.4600,48.4438,0.9543,48.4438,5170.1748,48.4438,5417.6875,48.4397,1.1251,48.4397,661.9084,48.4397,588.3127,48.4376,1.0466,48.4376,1152.3225,48.4376,1101.0419,48.4355,1.0100,48.4355,1956.7688,48.4355,1937.3740
48.6460,1.0151,48.6460,1303.2927,48.6460,1283.9124,48.6480,0.9714,48.6480,2931.2068,48.6480,3017.5898,48.6501,0.9531,48.6501,5149.6450,48.6501,5403.1201,48.6541,1.1298,48.6541,661.0458,48.6541,585.1255,48.6562,1.0463,48.6562,1148.2483,48.6562,1097.4231,48.6582,1.0120,48.6582,1949.8274,48.6582,1926.7578
48.6871,1.0135,48.6871,1298.9780,48.6871,1281.7341,48.6851,0.9703,48.6851,2922.6589,48.6851,3012.1917,48.6831,0.9520,48.6831,5139.2920,48.6831,5398.1401,48.6791,1.1238,48.6791,660.1588,48.6791,587.4128,48.6771,1.0470,48.6771,1146.6210,48.6771,1095.1196,48.6751,1.0112,48.6751,1951.1313,48.6751,1929.4393
48.8847,1.0143,48.8847,1296.3630,48.8847,1278.1100,48.8867,0.9698,48.8867,2911.1636,48.8867,3001.7944,48.8887,0.9505,48.8887,5113.0313,48.8887,5379.0439,48.8928,1.1252,48.8928,659.5456,48.8928,586.1422,48.8948,1.0479,48.8948,1142.7998,48.8948,1090.5164,48.8968,1.0126,48.8968,1944.3999,48.8968,1920.1207
48.9232,1.0111,48.9232,1292.0927,48.9232,1277.8483,48.9212,0.9693,48.9212,2903.3108,48.9212,2995.2866,48.9191,0.9515,48.9191,5102.4775,48.9191,5362.4648,48.9149,1.1268,48.9149,657.2294,48.9149,583.2789,48.9128,1.0447,48.9128,1142.0883,48.9128,1093.2217,48.9108,1.0105,48.9108,1940.1754,48.9108,1920.0088
49.1220,1.0137,49.1220,1286.1367,49.1220,1268.7496,49.1240,0.9679,49.1240,2892.2322,49.1240,2988.0869,49.1260,0.9501,49.1260,5078.5737,49.1260,5345.2563,49.1300,1.1268,49.1300,656.4319,49.1300,582.5575,49.1320,1.0482,49.1320,1140.3679,49.1320,1087.9688,49.1340,1.0109,49.1340,1936.8328,49.1340,1915.9967
49.1622,1.0136,49.1622,1288.1925,49.1622,1270.9097,49.1602,0.9685,49.1602,2887.5361,49.1602,2981.5947,49.1581,0.9504,49.1581,5067.0278,49.1581,5331.6797,49.1540,1.1292,49.1540,656.7582,49.1540,581.6379,49.1520,1.0467,49.1520,1138.4965,49.1520,1087.7101,49.1499,1.0153,49.1499,1940.0585,49.1499,1910.7714
49.3607,1.0107,49.3607,1280.7982,49.3607,1267.2262,49.3627,0.9659,49.3627,2876.9177,49.3627,2978.4851,49.3647,0.9507,49.3647,5055.5083,49.3647,5317.6309,49.3688,1.1295,49.3688,656.7196,49.3688,581.4409,49.3708,1.0463,49.3708,1135.2627,49.3708,1085.0693,49.3729,1.0132,49.3729,1933.3165,49.3729,1908.1722
49.4021,1.0076,49.4021,1274.6844,49.4021,1265.0115,49.4000,0.9681,49.4000,2871.1758,49.4000,2965.7100,49.3980,0.9491,49.3980,5042.1299,49.3980,5312.2886,49.3938,1.1270,49.3938,654.4915,49.3938,580.7535,49.3918,1.0486,49.3918,1136.3253,49.3918,1083.7102,49.3897,1.0092,49.3897,1925.9919,49.3897,1908.5125
49.5992,1.0125,49.5992,1272.9498,49.5992,1257.1776,49.6012,0.9638,49.6012,2858.6670,49.6012,2966.0403,49.6033,0.9481,49.6033,5017.2158,49.6033,5291.7461,49.6074,1.1325,49.6074,654.7740,49.6074,578.1602,49.6094,1.0461,49.6094,1132.7147,49.6094,1082.7773,49.6115,1.0122,49.6115,1920.3336,49.6115,1897.1384
49.6399,1.0088,49.6399,1267.4397,49.6399,1256.4092,49.6379,0.9662,49.6379,2857.6790,49.6379,2957.5881,49.6359,0.9491,49.6359,5011.1958,49.6359,5279.7393,49.6318,1.1280,49.6318,653.5027,49.6318,579.3264,49.6298,1.0465,49.6298,1130.7238,49.6298,1080.4708,49.6277,1.0090,49.6277,1918.9430,49.6277,1901.8566
49.8385,1.0111,49.8385,1266.0079,49.8385,1252.0513,49.8405,0.9673,49.8405,2846.8704,49.8405,2943.0127,49.8426,0.9473,49.8426,4984.7686,49.8426,5261.9844,49.8466,1.1327,49.8466,652.5966,49.8466,576.1172,49.8487,1.0466,49.8487,1126.3992,49.8487,1076.2362,49.8507,1.0126,49.8507,1916.8647,49.8507,1893.0090
49.8808,1.0080,49.8808,1262.3795,49.8808,1252.3751,49.8787,0.9676,49.8787,2841.2617,49.8787,2936.4155,49.8766,0.9462,49.8766,4973.0332,49.8766,5255.9663,49.8725,1.1324,49.8725,652.9638,49.8725,576.6058,49.8704,1.0502,49.8704,1129.6729,49.8704,1075.6384,49.8683,1.0126,49.8683,1915.9984,49.8683,1892.1451
50.0759,1.0088,50.0759,1258.2419,50.0759,1247.2389,50.0779,0.9650,50.0779,2825.2131,50.0779,2927.7402,50.0799,0.9451,50.0799,4946.1709,50.0799,5233.7241,50.0840,1.1311,50.0840,650.7620,50.0840,575.3538,50.0860,1.0485,50.0860,1124.5154,50.0860,1072.5154,50.0880,1.0145,50.0880,1908.2048,50.0880,1880.8995
50.1173,1.0125,50.1173,1258.5327,50.1173,1243.0140,50.1152,0.9666,50.1152,2820.9761,50.1152,2918.5549,50.1132,0.9445,50.1132,4933.0923,50.1132,5222.6919,50.1091,1.1333,50.1091,650.8149,50.1091,574.2565,50.1070,1.0501,50.1070,1124.9753,50.1070,1071.3440,50.1049,1.0156,50.1049,1908.8508,50.1049,1879.4490
